date,site,stake,depth,flag,hit_type,crew,notes
9/27/2022,BFSAFETYZONE,9,83,G,Ice,Maw jh,
9/27/2022,BFSAFETYZONE,10,69,G,Ice,Maw jh,
10/3/2023,BFSAFETYZONE,1,97,G,Ice,KO,
10/3/2023,BFSAFETYZONE,2,78,G,Ice,KO,
10/3/2023,BFSAFETYZONE,3,84,G,Ice,KO,
10/3/2023,BFSAFETYZONE,4,72,G,Ice,KO,
10/3/2023,BFSAFETYZONE,5,78,G,Ice,KO,
10/3/2023,BFSAFETYZONE,6,92,G,Ice,KO,
10/3/2023,BFSAFETYZONE,7,129,G,Ice,KO,
10/3/2023,BFSAFETYZONE,8,107,G,Ice,KO,
10/3/2023,BFSAFETYZONE,9,85,G,Ice,KO,
10/3/2023,BFSAFETYZONE,10,98,G,Ice,KO,
10/1/2024,BFBURN,1,201,G,Ice,"KO, MTK",
10/1/2024,BFBURN,2,201,G,Ice,"KO, MTK",
10/1/2024,BFBURN,3,191,G,Ice,"KO, MTK",
10/1/2024,BFBURN,4,178,G,Ice,"KO, MTK",
10/1/2024,BFBURN,5,179,G,Ice,"KO, MTK",
10/1/2024,BFBURN,6,167,G,Ice,"KO, MTK",
10/1/2024,BFBURN,7,172,G,Ice,"KO, MTK",
10/1/2024,BFBURN,8,85,G,Ice,"KO, MTK",
10/1/2024,BFBURN,9,85,G,Ice,"KO, MTK",
10/1/2024,BFBURN,10,82,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,1,55,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,2,49,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,3,50,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,4,35,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,5,44,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,6,56,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,7,53,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,8,44,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,9,55,G,Ice,"KO, MTK",
10/1/2024,BFCONTROL,10,70,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,1,271,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,2,277,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,3,271,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,4,251,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,5,235,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,6,205,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,7,186,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,8,141,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,9,140,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEBURNED,10,126,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,1,65,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,2,53,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,3,57,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,4,64,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,5,63,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,6,74,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,7,56,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,8,58,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,9,64,G,Ice,"KO, MTK",
10/1/2024,BFFIRELINEUNBURNED,10,59,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,1,100,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,2,75,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,3,84,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,4,83,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,5,79,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,6,92,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,7,123,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,8,106,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,9,87,G,Ice,"KO, MTK",
10/1/2024,BFSAFETYZONE,10,89,G,Ice,"KO, MTK",
,,,,,,,
