FID,Date,SiteID,Adjacency,ThawDep_cm,Lat_WGS84,Lon_WGS84,X_UTMz6,Y_UTMz6,Altitude_m
0,20180614,APEX1,Seismometer,32,64.696607,-148.323667,436876.77984,7175302.00236,134.27
1,20180614,APEX1,Seismometer,63,64.696607,-148.323667,436876.77984,7175302.00236,134.27
2,20180614,APEX1,Seismometer,40,64.696607,-148.323667,436876.77984,7175302.00236,134.27
3,20180614,APEX1,Seismometer,30,64.696607,-148.323667,436876.77984,7175302.00236,134.27
4,20180614,APEX1,Seismometer,31,64.696607,-148.323667,436876.77984,7175302.00236,134.27
5,20180614,APEX1,NMR borehole,23,64.696600,-148.323624,436878.79235,7175301.13901,133.59
6,20180614,APEX1,NMR borehole,22,64.696600,-148.323624,436878.79235,7175301.13901,133.59
7,20180614,APEX1,NMR borehole,19,64.696600,-148.323624,436878.79235,7175301.13901,133.59
8,20180614,APEX1,NMR borehole,21,64.696600,-148.323624,436878.79235,7175301.13901,133.59
9,20180614,APEX2,Seismometer,33,64.696488,-148.323168,436900.27026,7175288.16999,133.11
10,20180614,APEX2,Seismometer,31,64.696488,-148.323168,436900.27026,7175288.16999,133.11
11,20180614,APEX2,Seismometer,32,64.696488,-148.323168,436900.27026,7175288.16999,133.11
12,20180614,APEX2,Seismometer,33,64.696488,-148.323168,436900.27026,7175288.16999,133.11
13,20180614,APEX2,NMR borehole,45,64.696488,-148.323269,436895.48270,7175288.27926,132.94
14,20180614,APEX2,NMR borehole,44,64.696488,-148.323269,436895.48270,7175288.27926,132.94
15,20180614,APEX2,NMR borehole,48,64.696488,-148.323269,436895.48270,7175288.27926,132.94
16,20180614,APEX2,NMR borehole,52,64.696488,-148.323269,436895.48270,7175288.27926,132.94
17,20180614,APEX3,Seismometer,16,64.696286,-148.322626,436925.65625,7175265.10808,133.93
18,20180614,APEX3,Seismometer,22,64.696286,-148.322626,436925.65625,7175265.10808,133.93
19,20180614,APEX3,Seismometer,16,64.696286,-148.322626,436925.65625,7175265.10808,133.93
20,20180614,APEX3,Seismometer,19,64.696286,-148.322626,436925.65625,7175265.10808,133.93
21,20180614,APEX3,NMR borehole,18,64.696279,-148.322600,436926.87910,7175264.34488,133.33
22,20180614,APEX3,NMR borehole,20,64.696279,-148.322600,436926.87910,7175264.34488,133.33
23,20180614,APEX3,NMR borehole,20,64.696279,-148.322600,436926.87910,7175264.34488,133.33
24,20180614,APEX3,NMR borehole,15,64.696279,-148.322600,436926.87910,7175264.34488,133.33
25,20180614,APEX4,Seismometer,79,64.695948,-148.322557,436928.15964,7175227.42467,130.63
26,20180614,APEX4,Seismometer,45,64.695948,-148.322557,436928.15964,7175227.42467,130.63
27,20180614,APEX4,Seismometer,46,64.695948,-148.322557,436928.15964,7175227.42467,130.63
28,20180614,APEX4,Seismometer,42,64.695948,-148.322557,436928.15964,7175227.42467,130.63
29,20180614,APEX4,Seismometer,43,64.695948,-148.322557,436928.15964,7175227.42467,130.63
30,20180614,APEX4,NMR borehole,29,64.695961,-148.322521,436929.89987,7175228.85620,131.11
31,20180614,APEX4,NMR borehole,28,64.695961,-148.322521,436929.89987,7175228.85620,131.11
32,20180614,APEX4,NMR borehole,34,64.695961,-148.322521,436929.89987,7175228.85620,131.11
33,20180614,APEX4,NMR borehole,31,64.695961,-148.322521,436929.89987,7175228.85620,131.11
34,20180614,APEX5,Seismometer,39,64.695741,-148.322539,436928.55647,7175204.32935,131.41
35,20180614,APEX5,Seismometer,40,64.695741,-148.322539,436928.55647,7175204.32935,131.41
36,20180614,APEX5,Seismometer,30,64.695741,-148.322539,436928.55647,7175204.32935,131.41
37,20180614,APEX5,Seismometer,73,64.695741,-148.322539,436928.55647,7175204.32935,131.41
38,20180614,APEX5,Seismometer,68,64.695741,-148.322539,436928.55647,7175204.32935,131.41
39,20180614,APEX6,Seismometer,38,64.696025,-148.322126,436948.89353,7175235.53899,133.20
40,20180614,APEX6,Seismometer,47,64.696025,-148.322126,436948.89353,7175235.53899,133.20
41,20180614,APEX6,Seismometer,40,64.696025,-148.322126,436948.89353,7175235.53899,133.20
42,20180614,APEX6,Seismometer,40,64.696025,-148.322126,436948.89353,7175235.53899,133.20
43,20180614,APEX6,NMR borehole,38,64.696031,-148.322053,436952.41816,7175236.22367,131.97
44,20180614,APEX6,NMR borehole,47,64.696031,-148.322053,436952.41816,7175236.22367,131.97
45,20180614,APEX6,NMR borehole,40,64.696031,-148.322053,436952.41816,7175236.22367,131.97
46,20180614,APEX6,NMR borehole,40,64.696031,-148.322053,436952.41816,7175236.22367,131.97
47,20180614,APEX7,Seismometer,30,64.695877,-148.321758,436966.11058,7175218.73856,132.09
48,20180614,APEX7,Seismometer,35,64.695877,-148.321758,436966.11058,7175218.73856,132.09
49,20180614,APEX7,Seismometer,33,64.695877,-148.321758,436966.11058,7175218.73856,132.09
50,20180614,APEX7,Seismometer,31,64.695877,-148.321758,436966.11058,7175218.73856,132.09
51,20180614,APEX7,NMR borehole,27,64.695863,-148.321719,436967.95071,7175217.07208,132.00
52,20180614,APEX7,NMR borehole,27,64.695863,-148.321719,436967.95071,7175217.07208,132.00
53,20180614,APEX7,NMR borehole,28,64.695863,-148.321719,436967.95071,7175217.07208,132.00
54,20180614,APEX7,NMR borehole,24,64.695863,-148.321719,436967.95071,7175217.07208,132.00
55,20180614,APEX8,Seismometer,32,64.695796,-148.321285,436988.47224,7175209.17033,132.36
56,20180614,APEX8,Seismometer,26,64.695796,-148.321285,436988.47224,7175209.17033,132.36
57,20180614,APEX8,Seismometer,53,64.695796,-148.321285,436988.47224,7175209.17033,132.36
58,20180614,APEX8,Seismometer,71,64.695796,-148.321285,436988.47224,7175209.17033,132.36
59,20180614,APEX8,Seismometer,33,64.695796,-148.321285,436988.47224,7175209.17033,132.36
60,20180614,APEX9,Seismometer,23,64.695894,-148.320937,437005.29342,7175219.81061,131.27
61,20180614,APEX9,Seismometer,21,64.695894,-148.320937,437005.29342,7175219.81061,131.27
62,20180614,APEX9,Seismometer,23,64.695894,-148.320937,437005.29342,7175219.81061,131.27
63,20180614,APEX9,Seismometer,22,64.695894,-148.320937,437005.29342,7175219.81061,131.27
64,20180614,APEX9,NMR borehole,19,64.695892,-148.320929,437005.66454,7175219.51673,131.67
65,20180614,APEX9,NMR borehole,20,64.695892,-148.320929,437005.66454,7175219.51673,131.67
66,20180614,APEX9,NMR borehole,20,64.695892,-148.320929,437005.66454,7175219.51673,131.67
67,20180614,APEX9,NMR borehole,21,64.695892,-148.320929,437005.66454,7175219.51673,131.67
68,20180705,APEX1,Seismometer,62,64.696607,-148.323667,436876.77984,7175302.00236,134.27
69,20180705,APEX1,Seismometer,30,64.696607,-148.323667,436876.77984,7175302.00236,134.27
70,20180705,APEX1,Seismometer,44,64.696607,-148.323667,436876.77984,7175302.00236,134.27
71,20180705,APEX1,Seismometer,34,64.696607,-148.323667,436876.77984,7175302.00236,134.27
72,20180705,APEX1,NMR borehole,35,64.696600,-148.323624,436878.79235,7175301.13901,133.59
73,20180705,APEX1,NMR borehole,37,64.696600,-148.323624,436878.79235,7175301.13901,133.59
74,20180705,APEX1,NMR borehole,54,64.696600,-148.323624,436878.79235,7175301.13901,133.59
75,20180705,APEX1,NMR borehole,31,64.696600,-148.323624,436878.79235,7175301.13901,133.59
76,20180705,APEX2,Seismometer,34,64.696488,-148.323168,436900.27026,7175288.16999,133.11
77,20180705,APEX2,Seismometer,32,64.696488,-148.323168,436900.27026,7175288.16999,133.11
78,20180705,APEX2,Seismometer,30,64.696488,-148.323168,436900.27026,7175288.16999,133.11
79,20180705,APEX2,Seismometer,41,64.696488,-148.323168,436900.27026,7175288.16999,133.11
80,20180705,APEX2,NMR borehole,58,64.696488,-148.323269,436895.48270,7175288.27926,132.94
81,20180705,APEX2,NMR borehole,60,64.696488,-148.323269,436895.48270,7175288.27926,132.94
82,20180705,APEX2,NMR borehole,64,64.696488,-148.323269,436895.48270,7175288.27926,132.94
83,20180705,APEX2,NMR borehole,65,64.696488,-148.323269,436895.48270,7175288.27926,132.94
84,20180705,APEX3,Seismometer,25,64.696286,-148.322626,436925.65625,7175265.10808,133.93
85,20180705,APEX3,Seismometer,31,64.696286,-148.322626,436925.65625,7175265.10808,133.93
86,20180705,APEX3,Seismometer,27,64.696286,-148.322626,436925.65625,7175265.10808,133.93
87,20180705,APEX3,NMR borehole,22,64.696279,-148.322600,436926.87910,7175264.34488,133.33
88,20180705,APEX3,NMR borehole,22,64.696279,-148.322600,436926.87910,7175264.34488,133.33
89,20180705,APEX3,NMR borehole,30,64.696279,-148.322600,436926.87910,7175264.34488,133.33
90,20180705,APEX4,Seismometer,76,64.695948,-148.322557,436928.15964,7175227.42467,130.63
91,20180705,APEX4,Seismometer,82,64.695948,-148.322557,436928.15964,7175227.42467,130.63
92,20180705,APEX4,Seismometer,54,64.695948,-148.322557,436928.15964,7175227.42467,130.63
93,20180705,APEX4,Seismometer,52,64.695948,-148.322557,436928.15964,7175227.42467,130.63
94,20180705,APEX4,NMR borehole,44,64.695961,-148.322521,436929.89987,7175228.85620,131.11
95,20180705,APEX4,NMR borehole,42,64.695961,-148.322521,436929.89987,7175228.85620,131.11
96,20180705,APEX4,NMR borehole,45,64.695961,-148.322521,436929.89987,7175228.85620,131.11
97,20180705,APEX4,NMR borehole,43,64.695961,-148.322521,436929.89987,7175228.85620,131.11
98,20180705,APEX5,Seismometer,78,64.695741,-148.322539,436928.55647,7175204.32935,131.41
99,20180705,APEX5,Seismometer,75,64.695741,-148.322539,436928.55647,7175204.32935,131.41
100,20180705,APEX5,Seismometer,133,64.695741,-148.322539,436928.55647,7175204.32935,131.41
101,20180705,APEX5,Seismometer,131,64.695741,-148.322539,436928.55647,7175204.32935,131.41
102,20180705,APEX5,Seismometer,110,64.695741,-148.322539,436928.55647,7175204.32935,131.41
103,20180705,APEX6,Seismometer,48,64.696025,-148.322126,436948.89353,7175235.53899,133.20
104,20180705,APEX6,Seismometer,73,64.696025,-148.322126,436948.89353,7175235.53899,133.20
105,20180705,APEX6,Seismometer,73,64.696025,-148.322126,436948.89353,7175235.53899,133.20
106,20180705,APEX6,Seismometer,76,64.696025,-148.322126,436948.89353,7175235.53899,133.20
107,20180705,APEX6,NMR borehole,75,64.696031,-148.322053,436952.41816,7175236.22367,131.97
108,20180705,APEX6,NMR borehole,80,64.696031,-148.322053,436952.41816,7175236.22367,131.97
109,20180705,APEX6,NMR borehole,53,64.696031,-148.322053,436952.41816,7175236.22367,131.97
110,20180705,APEX6,NMR borehole,58,64.696031,-148.322053,436952.41816,7175236.22367,131.97
111,20180705,APEX7,Seismometer,42,64.695877,-148.321758,436966.11058,7175218.73856,132.09
112,20180705,APEX7,Seismometer,41,64.695877,-148.321758,436966.11058,7175218.73856,132.09
113,20180705,APEX7,Seismometer,40,64.695877,-148.321758,436966.11058,7175218.73856,132.09
114,20180705,APEX7,Seismometer,41,64.695877,-148.321758,436966.11058,7175218.73856,132.09
115,20180705,APEX7,NMR borehole,40,64.695863,-148.321719,436967.95071,7175217.07208,132.00
116,20180705,APEX7,NMR borehole,44,64.695863,-148.321719,436967.95071,7175217.07208,132.00
117,20180705,APEX7,NMR borehole,38,64.695863,-148.321719,436967.95071,7175217.07208,132.00
118,20180705,APEX7,NMR borehole,43,64.695863,-148.321719,436967.95071,7175217.07208,132.00
119,20180705,APEX8,Seismometer,36,64.695796,-148.321285,436988.47224,7175209.17033,132.36
120,20180705,APEX8,Seismometer,36,64.695796,-148.321285,436988.47224,7175209.17033,132.36
121,20180705,APEX8,Seismometer,29,64.695796,-148.321285,436988.47224,7175209.17033,132.36
122,20180705,APEX8,Seismometer,33,64.695796,-148.321285,436988.47224,7175209.17033,132.36
123,20180705,APEX8,Seismometer,48,64.695796,-148.321285,436988.47224,7175209.17033,132.36
124,20180705,APEX8,Seismometer,30,64.695796,-148.321285,436988.47224,7175209.17033,132.36
125,20180705,APEX9,Seismometer,63,64.695894,-148.320937,437005.29342,7175219.81061,131.27
126,20180705,APEX9,Seismometer,70,64.695894,-148.320937,437005.29342,7175219.81061,131.27
127,20180705,APEX9,Seismometer,31,64.695894,-148.320937,437005.29342,7175219.81061,131.27
128,20180705,APEX9,NMR borehole,34,64.695892,-148.320929,437005.66454,7175219.51673,131.67
129,20180705,APEX9,NMR borehole,41,64.695892,-148.320929,437005.66454,7175219.51673,131.67
130,20180705,APEX9,NMR borehole,35,64.695892,-148.320929,437005.66454,7175219.51673,131.67
131,20180819,APEX1,Seismometer,78,64.696607,-148.323667,436876.77984,7175302.00236,134.27
132,20180819,APEX1,Seismometer,69,64.696607,-148.323667,436876.77984,7175302.00236,134.27
133,20180819,APEX1,Seismometer,65,64.696607,-148.323667,436876.77984,7175302.00236,134.27
134,20180819,APEX1,Seismometer,67,64.696607,-148.323667,436876.77984,7175302.00236,134.27
135,20180819,APEX1,NMR borehole,78,64.696600,-148.323624,436878.79235,7175301.13901,133.59
136,20180819,APEX1,NMR borehole,69,64.696600,-148.323624,436878.79235,7175301.13901,133.59
137,20180819,APEX1,NMR borehole,65,64.696600,-148.323624,436878.79235,7175301.13901,133.59
138,20180819,APEX1,NMR borehole,67,64.696600,-148.323624,436878.79235,7175301.13901,133.59
139,20180819,APEX2,Seismometer,70,64.696488,-148.323168,436900.27026,7175288.16999,133.11
140,20180819,APEX2,Seismometer,87,64.696488,-148.323168,436900.27026,7175288.16999,133.11
141,20180819,APEX2,Seismometer,71,64.696488,-148.323168,436900.27026,7175288.16999,133.11
142,20180819,APEX2,Seismometer,67,64.696488,-148.323168,436900.27026,7175288.16999,133.11
143,20180819,APEX2,NMR borehole,70,64.696488,-148.323269,436895.48270,7175288.27926,132.94
144,20180819,APEX2,NMR borehole,87,64.696488,-148.323269,436895.48270,7175288.27926,132.94
145,20180819,APEX2,NMR borehole,71,64.696488,-148.323269,436895.48270,7175288.27926,132.94
146,20180819,APEX2,NMR borehole,67,64.696488,-148.323269,436895.48270,7175288.27926,132.94
147,20180819,APEX3,Seismometer,40,64.696286,-148.322626,436925.65625,7175265.10808,133.93
148,20180819,APEX3,Seismometer,44,64.696286,-148.322626,436925.65625,7175265.10808,133.93
149,20180819,APEX3,Seismometer,39,64.696286,-148.322626,436925.65625,7175265.10808,133.93
150,20180819,APEX3,Seismometer,42,64.696286,-148.322626,436925.65625,7175265.10808,133.93
151,20180819,APEX3,NMR borehole,36,64.696279,-148.322600,436926.87910,7175264.34488,133.33
152,20180819,APEX3,NMR borehole,42,64.696279,-148.322600,436926.87910,7175264.34488,133.33
153,20180819,APEX3,NMR borehole,36,64.696279,-148.322600,436926.87910,7175264.34488,133.33
154,20180819,APEX3,NMR borehole,35,64.696279,-148.322600,436926.87910,7175264.34488,133.33
155,20180819,APEX4,Seismometer,80,64.695948,-148.322557,436928.15964,7175227.42467,130.63
156,20180819,APEX4,Seismometer,84,64.695948,-148.322557,436928.15964,7175227.42467,130.63
157,20180819,APEX4,Seismometer,76,64.695948,-148.322557,436928.15964,7175227.42467,130.63
158,20180819,APEX4,Seismometer,74,64.695948,-148.322557,436928.15964,7175227.42467,130.63
159,20180819,APEX4,NMR borehole,57,64.695961,-148.322521,436929.89987,7175228.85620,131.11
160,20180819,APEX4,NMR borehole,70,64.695961,-148.322521,436929.89987,7175228.85620,131.11
161,20180819,APEX4,NMR borehole,69,64.695961,-148.322521,436929.89987,7175228.85620,131.11
162,20180819,APEX4,NMR borehole,59,64.695961,-148.322521,436929.89987,7175228.85620,131.11
163,20180819,APEX5,Seismometer,71,64.695741,-148.322539,436928.55647,7175204.32935,131.41
164,20180819,APEX5,Seismometer,80,64.695741,-148.322539,436928.55647,7175204.32935,131.41
165,20180819,APEX5,Seismometer,74,64.695741,-148.322539,436928.55647,7175204.32935,131.41
166,20180819,APEX5,Seismometer,84,64.695741,-148.322539,436928.55647,7175204.32935,131.41
167,20180819,APEX6,Seismometer,69,64.696025,-148.322126,436948.89353,7175235.53899,133.20
168,20180819,APEX6,Seismometer,70,64.696025,-148.322126,436948.89353,7175235.53899,133.20
169,20180819,APEX6,Seismometer,70,64.696025,-148.322126,436948.89353,7175235.53899,133.20
170,20180819,APEX6,Seismometer,67,64.696025,-148.322126,436948.89353,7175235.53899,133.20
171,20180819,APEX6,NMR borehole,76,64.696031,-148.322053,436952.41816,7175236.22367,131.97
172,20180819,APEX6,NMR borehole,69,64.696031,-148.322053,436952.41816,7175236.22367,131.97
173,20180819,APEX6,NMR borehole,71,64.696031,-148.322053,436952.41816,7175236.22367,131.97
174,20180819,APEX6,NMR borehole,71,64.696031,-148.322053,436952.41816,7175236.22367,131.97
175,20180819,APEX7,Seismometer,50,64.695877,-148.321758,436966.11058,7175218.73856,132.09
176,20180819,APEX7,Seismometer,54,64.695877,-148.321758,436966.11058,7175218.73856,132.09
177,20180819,APEX7,Seismometer,56,64.695877,-148.321758,436966.11058,7175218.73856,132.09
178,20180819,APEX7,Seismometer,58,64.695877,-148.321758,436966.11058,7175218.73856,132.09
179,20180819,APEX7,NMR borehole,54,64.695863,-148.321719,436967.95071,7175217.07208,132.00
180,20180819,APEX7,NMR borehole,57,64.695863,-148.321719,436967.95071,7175217.07208,132.00
181,20180819,APEX7,NMR borehole,50,64.695863,-148.321719,436967.95071,7175217.07208,132.00
182,20180819,APEX7,NMR borehole,55,64.695863,-148.321719,436967.95071,7175217.07208,132.00
183,20180819,APEX8,Seismometer,60,64.695796,-148.321285,436988.47224,7175209.17033,132.36
184,20180819,APEX8,Seismometer,54,64.695796,-148.321285,436988.47224,7175209.17033,132.36
185,20180819,APEX8,Seismometer,58,64.695796,-148.321285,436988.47224,7175209.17033,132.36
186,20180819,APEX8,Seismometer,59,64.695796,-148.321285,436988.47224,7175209.17033,132.36
187,20180819,APEX9,Seismometer,72,64.695894,-148.320937,437005.29342,7175219.81061,131.27
188,20180819,APEX9,Seismometer,69,64.695894,-148.320937,437005.29342,7175219.81061,131.27
189,20180819,APEX9,Seismometer,58,64.695894,-148.320937,437005.29342,7175219.81061,131.27
190,20180819,APEX9,Seismometer,51,64.695894,-148.320937,437005.29342,7175219.81061,131.27
191,20180819,APEX9,NMR borehole,72,64.695892,-148.320929,437005.66454,7175219.51673,131.67
192,20180819,APEX9,NMR borehole,69,64.695892,-148.320929,437005.66454,7175219.51673,131.67
193,20180819,APEX9,NMR borehole,58,64.695892,-148.320929,437005.66454,7175219.51673,131.67
194,20180819,APEX9,NMR borehole,51,64.695892,-148.320929,437005.66454,7175219.51673,131.67
195,20180820,APEX1_3,ERT electrode,53,64.696611,-148.323890,436866.16815,7175302.65637,132.35
196,20180820,APEX1_3,ERT electrode,66,64.696600,-148.323835,436868.74969,7175301.32384,132.13
197,20180820,APEX1_3,ERT electrode,67,64.696586,-148.323776,436871.53023,7175299.69732,131.97
198,20180820,APEX1_3,ERT electrode,65,64.696573,-148.323723,436874.03723,7175298.22143,132.02
199,20180820,APEX1_3,ERT electrode,78,64.696562,-148.323663,436876.84877,7175296.93761,131.93
200,20180820,APEX1_3,ERT electrode,69,64.696551,-148.323613,436879.21176,7175295.64644,131.86
201,20180820,APEX1_3,ERT electrode,53,64.696538,-148.323558,436881.79059,7175294.18355,131.88
202,20180820,APEX1_3,ERT electrode,77,64.696527,-148.323499,436884.60145,7175292.86631,131.87
203,20180820,APEX1_3,ERT electrode,79,64.696513,-148.323442,436887.27849,7175291.30885,131.76
204,20180820,APEX1_3,ERT electrode,63,64.696500,-148.323389,436889.78957,7175289.79945,131.81
205,20180820,APEX1_3,ERT electrode,67,64.696488,-148.323332,436892.48271,7175288.32749,131.64
206,20180820,APEX1_3,ERT electrode,87,64.696478,-148.323279,436894.97785,7175287.19633,131.56
207,20180820,APEX1_3,ERT electrode,71,64.696462,-148.323223,436897.63080,7175285.39860,131.61
208,20180820,APEX1_3,ERT electrode,70,64.696448,-148.323172,436900.01955,7175283.74127,131.73
209,20180820,APEX1_3,ERT electrode,70,64.696436,-148.323116,436902.64837,7175282.38660,131.58
210,20180820,APEX1_3,ERT electrode,51,64.696425,-148.323060,436905.30675,7175281.07702,131.74
211,20180820,APEX1_3,ERT electrode,68,64.696410,-148.322999,436908.16236,7175279.38878,131.93
212,20180820,APEX1_3,ERT electrode,80,64.696405,-148.322973,436909.38862,7175278.71663,131.64
213,20180820,APEX1_3,ERT electrode,98,64.696397,-148.322947,436910.62913,7175277.81232,131.47
214,20180820,APEX1_3,ERT electrode,99,64.696391,-148.322917,436912.03292,7175277.18886,131.40
215,20180820,APEX1_3,ERT electrode,94,64.696384,-148.322891,436913.27058,7175276.37714,131.38
216,20180820,APEX1_3,ERT electrode,81,64.696378,-148.322865,436914.48120,7175275.64066,131.40
217,20180820,APEX1_3,ERT electrode,71,64.696372,-148.322833,436916.01264,7175274.96215,131.49
218,20180820,APEX1_3,ERT electrode,48,64.696368,-148.322809,436917.13683,7175274.42702,131.37
219,20180820,APEX1_3,ERT electrode,50,64.696360,-148.322784,436918.30076,7175273.51093,131.47
220,20180820,APEX1_3,ERT electrode,46,64.696354,-148.322755,436919.69562,7175272.91665,131.47
221,20180820,APEX1_3,ERT electrode,47,64.696349,-148.322727,436920.97937,7175272.25557,131.51
222,20180820,APEX1_3,ERT electrode,51,64.696340,-148.322701,436922.22797,7175271.28198,131.45
223,20180820,APEX1_3,ERT electrode,45,64.696334,-148.322668,436923.79668,7175270.56033,131.53
224,20180820,APEX1_3,ERT electrode,42,64.696330,-148.322641,436925.07830,7175270.02526,131.46
225,20180820,APEX1_3,ERT electrode,36,64.696317,-148.322589,436927.50973,7175268.58333,131.44
226,20180820,APEX1_3,ERT electrode,42,64.696309,-148.322561,436928.84114,7175267.69162,131.55
227,20180820,APEX1_3,ERT electrode,36,64.696303,-148.322535,436930.06518,7175266.91251,131.53
228,20180820,APEX1_3,ERT electrode,35,64.696298,-148.322504,436931.51950,7175266.42401,131.74
229,20180820,APEX1_3,ERT electrode,37,64.696292,-148.322479,436932.70140,7175265.68257,131.90
230,20180820,APEX1_3,ERT electrode,38,64.696285,-148.322451,436933.98746,7175264.90328,131.78
231,20180820,APEX1_3,ERT electrode,37,64.696279,-148.322420,436935.45644,7175264.20267,131.78
232,20180820,APEX1_3,ERT electrode,31,64.696274,-148.322393,436936.74035,7175263.54940,131.70
233,20180820,APEX1_3,ERT electrode,34,64.696270,-148.322367,436937.97157,7175263.11348,131.63
234,20180819,APEX5_3,ERT electrode,78,64.695576,-148.322576,436926.38158,7175185.96404,131.54
235,20180819,APEX5_3,ERT electrode,64,64.695592,-148.322576,436926.45242,7175187.75840,131.47
236,20180819,APEX5_3,ERT electrode,96,64.695608,-148.322586,436925.98450,7175189.56734,131.52
237,20180819,APEX5_3,ERT electrode,116,64.695620,-148.322585,436926.09294,7175190.87712,131.40
238,20180819,APEX5_3,ERT electrode,130,64.695635,-148.322585,436926.10924,7175192.57228,131.47
239,20180819,APEX5_3,ERT electrode,102,64.695649,-148.322589,436925.96935,7175194.09792,131.42
240,20180819,APEX5_3,ERT electrode,95,64.695662,-148.322585,436926.19527,7175195.55128,131.42
241,20180819,APEX5_3,ERT electrode,127,64.695675,-148.322582,436926.33532,7175197.00419,131.38
242,20180819,APEX5_3,ERT electrode,127,64.695690,-148.322579,436926.50409,7175198.69060,131.41
243,20180819,APEX5_3,ERT electrode,127,64.695703,-148.322586,436926.22929,7175200.15218,131.36
244,20180819,APEX5_3,ERT electrode,121,64.695712,-148.322581,436926.48945,7175201.18902,131.29
245,20180819,APEX5_3,ERT electrode,118,64.695725,-148.322588,436926.17013,7175202.57461,131.41
246,20180819,APEX5_3,ERT electrode,102,64.695738,-148.322590,436926.09178,7175204.07779,131.41
247,20180819,APEX5_3,ERT electrode,97,64.695754,-148.322594,436925.95116,7175205.79741,131.54
248,20180819,APEX5_3,ERT electrode,119,64.695769,-148.322598,436925.82476,7175207.51227,131.48
249,20180819,APEX5_3,ERT electrode,115,64.695786,-148.322596,436925.91654,7175209.39537,131.43
250,20180819,APEX5_3,ERT electrode,135,64.695801,-148.322595,436926.01935,7175211.12106,131.43
251,20180819,APEX5_3,ERT electrode,134,64.695810,-148.322599,436925.85294,7175212.06202,131.45
252,20180819,APEX5_3,ERT electrode,132,64.695822,-148.322601,436925.78667,7175213.45793,131.37
253,20180819,APEX5_3,ERT electrode,117,64.695835,-148.322600,436925.88394,7175214.91843,131.37
254,20180819,APEX5_3,ERT electrode,80,64.695847,-148.322600,436925.86288,7175216.19523,131.35
