SiteIDYear,SiteID,Year,Date,Project,ObservEnv,ObservSoil,ObservVeg,LocEcoregion,LocLandmark,LatWGS84,LonWGS84,ElevEllip_m,PlotType,PlotSize,PhysiogName,TopoMacroName,TopoMicroName,Terrain Title,TkarstName,DrainageName,NWI_name,SoilMoistureName,WaterDep_cm,DomText_Name,SiteChem_name,SitepH,SiteEC_uScm,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilThawDep_cm,SoilCryoturb,SoilPFrost,SoilRockDep_cm,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,VegetationTitle,EcoStructName,VegMethod,Disturbance_Name
JG-C12-2018,JG-C12,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13343,-143.63168,158,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,none,Poorly drained,Seasonally flooded,Wet,-4,Organic-rich,Circumneutral,6.2,999,22,25,11,31,p,p,999,47,78,y,n,Open Low Willow,Low Scrub,O,Thermokarst
JG-DI2-2018,JG-DI2,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13343,-143.63175,153,Monit-Perm-Veg-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,0,Organic-rich,Circumneutral,6.2,999,22,22,5,46,p,p,999,59,84,y,y,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,D,Thermokarst
JG-C17-2018,JG-C17,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13395,-143.65246,156,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-1,Organic-rich,Circumneutral,6.4,999,24,27,7,27,p,p,999,62,69,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C21-2018,JG-C21,2018,1/29/2018 2:54,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13394,-143.65246,155,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Wet,-12,Organic-rich,Circumneutral,999,999,20,22,6,29,p,p,999,63,80,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-DI1-2009,JG-DI1,2009,8/12/2009 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29526,-156.71535,153,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-5,Organic-rich,Circumneutral,6.5,100,24,30,6,43,p,p,999,63,80,y,Y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-G04-2011,JG-G04,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,70.16356,-148.45906,152,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Organic Fen,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,5,Peat,Circumneutral,6.2,97,37,40,19,43,p,p,999,999,43,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-G05-2011,JG-G05,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,68.06972,-149.57981,155,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Organic Fen,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,6,Peat,Circumneutral,6.4,99,44,40,27,44,p,p,999,999,44,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-G09-2011,JG-G09,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.26022,-150.70390,150,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,-5,Organic-rich,Circumneutral,7.3,90,32,34,10,34,p,p,999,999,34,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-G12-2011,JG-G12,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.25185,-150.73398,140,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,-4,Organic-rich,Circumneutral,6.6,69,24,30,24,45,p,p,999,999,45,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C30-2018,JG-C30,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,69.25240,-150.73477,154,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-3,Organic-rich,Circumneutral,6.8,999,24,24,12,39,p,p,999,96,109,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C31-2018,JG-C31,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13390,-143.65246,155,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,5.9,999,14,35,13,34,p,p,999,52,80,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-C34-2018,JG-C34,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13373,-143.65260,153,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,6.4,999,33,35,14,33,p,p,999,54,54,y,n,Open Low Willow,Low Scrub,O,Thermokarst
JG-C35-2018,JG-C35,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,70.13305,-143.65261,157,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,6.5,999,26,29,0,38,p,p,999,48,53,y,n,Open Low Shrub Birch-Willow,Low Scrub,O,Thermokarst
JG-WTC2-2018,JG-WTC2,2018,8/2/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,70.13395,-143.65578,158,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Semipermanently flooded,Wet,5,Organic-rich,Circumneutral,6.5,999,30,31,0,49,p,p,999,52,75,y,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-G13-2011,JG-G13,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,70.13393,-143.65578,144,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Wet,-15,Organic-rich,Circumneutral,6.8,134,27,30,11,32,p,p,999,999,32,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-G15-2011,JG-G15,2011,8/3/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.25110,-150.73575,152,Soil-Veg,5m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Somewhat poorly drained,Saturated,Wet,-26,Loamy,Circumneutral,6.4,118,16,18,0,38,p,p,999,999,38,y,n,Wet Sedge Meadow Tundra,Sedge-Dwarf Shrub Meadow,O,Absent/none (mature vegetation)
JG-WTC1-2018,JG-WTC1,2018,7/29/2018 22:06,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,Jorgenson,Beaufort Coastal Plain,Jago,71.29496,-156.71414,150,Perm-Veg,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Semipermanently flooded,Wet,3,Organic-rich,Circumneutral,999,999,30,30,14,52,p,p,999,57,64,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,O,Thermokarst
JG-SA4-2018,JG-SA4,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,71.29497,-156.71495,150,Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,999,999,35,37,20,39,p,p,999,79,79,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-DI1-2018,JG-DI1,2018,8/1/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,71.29497,-156.71514,153,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,3,Organic-rich,Circumneutral,999,999,30,31,0,37,p,p,999,61,71,y,n,Wet Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-SA2-2014,JG-SA2,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,71.29497,-156.71515,148,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Semipermanently flooded,Wet,5,Organic-rich,Circumneutral,999,999,999,999,999,69,U,P,999,999,999,n,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-SA3-2014,JG-SA3,2014,7/30/2014 0:00,NSF Polygon Ecosystems,Jorgenson,na,na,Beaufort Coastal Plain,Jago,69.35935,-151.07167,150,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Semipermanently flooded,Wet,3,Organic-rich,Circumneutral,999,999,999,999,999,54,U,P,999,999,999,n,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-SA1-2018,JG-SA1,2018,7/28/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,69.35948,-151.07591,153,Monit-Perm-Dlog,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,4,Organic-rich,Circumneutral,999,999,27,29,13,37,p,p,999,66,82,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,L,Thermokarst
JG-C16-2018,JG-C16,2018,1/29/2018 2:33,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,69.46445,-150.16865,144,Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,-3,Loamy,Circumneutral,999,999,18,18,0,50,p,p,999,58,92,y,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,N,Thermokarst
JG-SA2-2018,JG-SA2,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,69.32834,-150.97467,148,Monit-Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,3,Organic-rich,Circumneutral,999,999,38,38,16,40,p,p,999,69,81,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-SA3-2018,JG-SA3,2018,7/31/2018 0:00,NSF Polygon Ecosystems,Jorgenson,Kanevskiy,na,Beaufort Coastal Plain,Jago,69.32835,-150.97481,150,Monit-Perm,1 m rad,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,4,Organic-rich,Circumneutral,999,999,30,30,16,49,p,p,999,66,86,y,n,Wet Sedge Meadow Tundra,Sedge Meadow,N,Thermokarst
JG-DI1-2011,JG-DI1,2011,7/30/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.32819,-150.97397,153,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Poorly drained,Saturated,Wet,-7,Organic-rich,Circumneutral,7.1,82,30,30,0,56,p,p,999,60,56,y,y,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-DI1-2016,JG-DI1,2016,7/29/2016 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Orndahl,Beaufort Coastal Plain,Jago,69.25046,-150.72749,153,Monit-Perm-Veg-Dlog,5x1m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Saturated,Wet,1,Organic-rich,Circumneutral,999,999,999,999,999,56,u,p,999,999,999,n,n,Moist Sedge–Willow Tundra,Sedge-Dwarf Shrub Meadow,P,Thermokarst
JG-SA1-2011,JG-SA1,2011,7/29/2011 0:00,NSF Ice-wedge Degradation,Jorgenson,Jorgenson/Kanevskiy,JCJ-Boldenow,Beaufort Coastal Plain,Jago,69.25057,-150.72786,153,Monit-Perm-Veg-Dlog,8x2m,Lowland,Plateau,Mixed pits and polygons,Sandy Older Till,Thermokarst Troughs and Pits,Very poorly drained,Seasonally flooded,Wet,-2,Organic-rich,Circumneutral,6.2,77,41,36,999,46,p,p,999,999,46,y,y,Wet Sedge Meadow Tundra,Sedge Meadow,P,Thermokarst
