Year,date,site,probe,depth,Hit Type,crew,notes,latitude,longitude
2015,2015-09-28,FP5C,1,133,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,2,207,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,3,197,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,4,158,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,5,155,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,6,208,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,7,208,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,8,180,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,9,174,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,10,178,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,11,185,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,12,152,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,13,186,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,14,197,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,15,209,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,16,161,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,17,151,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,18,205,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,19,179,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-28,FP5C,20,145,Ice,CC,,64.7136122892722,-148.14723709
2015,2015-09-17,FP5D,1,54,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,2,54,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,3,65,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,4,60,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,5,81,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,6,79,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,7,63,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,8,52,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,9,52,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,10,45,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,11,63,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,12,60,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,13,63,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,14,76,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,15,96,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,16,49,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,17,81,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,18,59,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,19,63,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-09-17,FP5D,20,65,Ice,JH KO,,64.7254099992724,-148.19274
2015,2015-10-28,GRM1,1,119,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,2,83,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,3,79,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,4,67,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,5,76,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,6,63,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,7,60,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,8,93,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,9,76,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,10,102,Rock,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,11,124,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,12,64,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,13,62,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,14,65,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,15,69,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,16,60,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,17,67,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,18,72,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,19,168,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM1,20,124,Ice,CC,,63.6957718492514,-144.3317838
2015,2015-10-28,GRM3,1,59,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,2,127,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,3,104,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,4,70,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,5,58,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,6,62,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,7,76,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,8,99,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,9,102,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,10,73,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,11,96,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,12,60,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,13,71,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,14,84,Ice,CC,Needs number tag,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,15,74,Ice,CC,Needs number tag,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,16,93,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,17,86,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,18,66,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,19,56,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM3,20,58,Ice,CC,,63.8136534592537,-144.95382471
2015,2015-10-28,GRM4,1,77,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,2,71,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,3,57,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,4,57,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,5,60,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,6,59,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,7,59,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,8,61,Ice,CC,Needs a number tag,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,9,58,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,10,55,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,11,56,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,12,58,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,13,56,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,14,63,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,15,57,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,16,56,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,17,56,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,18,60,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,19,62,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-28,GRM4,20,60,Ice,CC,,63.8151307392538,-144.95546709
2015,2015-10-15,GSM4,16,50,Rock,JH,No PF at this site. Rocky,64.942213999277,-148.25307
2015,2015-10-15,GSM4,17,31,Rock,JH,,64.942213999277,-148.25307
2015,2015-10-15,GSM4,18,50,Rock,SF,,64.942213999277,-148.25307
2015,2015-10-15,MDI1,1,140,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,2,184,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,3,199,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,4,168,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,5,104,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,6,114,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,7,210,None,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,8,210,None,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,9,113,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,10,140,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,11,107,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,12,100,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,13,161,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,14,154,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,15,168,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,16,130,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,17,102,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,18,101,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,19,88,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI1,20,117,Ice,"SF, JH",,64.8790739992756,-148.381474
2015,2015-10-15,MDI3,1,181,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,2,200,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,3,179,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,4,208,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,5,196,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,6,158,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,7,167,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,8,210,None,"SF, JH",Out of probe,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,9,180,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,10,170,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,11,201,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,12,184,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,13,190,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,14,191,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,15,196,Ice,"SF, JH",Jamie cant break through.,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,16,203,Ice,"SF, JH","Layer around 185 at this site where probing got hard. Perhaps partially frozen, as we were able to push into but never through it.",64.8803879992757,-148.382724
2015,2015-10-15,MDI3,17,214,None,"SF, JH",Out of probe,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,18,212,Ice,"SF, JH",Started getting hard around 190,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,19,180,Ice,"SF, JH",,64.8803879992757,-148.382724
2015,2015-10-15,MDI3,20,210,None,"SF, JH",Out of probe,64.8803879992757,-148.382724
2015,2015-09-17,SL1A,1,195,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,2,270,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,3,265,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,4,248,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,5,250,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,6,230,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,7,257,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,8,221,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,9,262,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,10,285,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,11,287,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,12,218,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,13,241,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,14,270,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,15,205,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,16,243,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,17,235,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,18,222,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,19,300,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1A,20,300,Ice,KO JH,,64.654212309271,-148.28118915
2015,2015-09-17,SL1B,1,67,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,2,62,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,3,64,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,4,48,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,5,60,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,6,74,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,7,82,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,8,62,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,9,91,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,10,86,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,11,102,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,12,82,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,13,95,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,14,69,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,15,70,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,16,46,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,17,92,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,18,73,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,19,61,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-17,SL1B,20,49,Ice,JH KO,,64.6482673092708,-148.28609316
2015,2015-09-19,TRM1,1,46,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,2,58,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,3,39,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,4,55,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,5,49,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,6,43,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,7,46,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,8,48,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,9,54,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,10,49,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,11,57,Ice,CC,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,12,64,Ice,CC,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,13,42,Ice,CC,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,14,50,Ice,CC,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,15,49,Ice,CC,Needs new tag and fiberglass pole,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,16,61,Ice,CC,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,17,45,Ice,CC,Needs new tag and fiberglass pole,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,18,60,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,19,66,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-19,TRM1,20,45,Ice,SF,,65.2533299992836,-148.13914
2015,2015-09-03,UP4A,1,148,Rock,KO,"Feels like ice, but probe is coming out warm.",64.7681059992733,-148.29868
2015,2015-09-03,UP4A,2,136,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,3,145,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,4,101,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,5,126,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,6,110,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,7,99,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,8,97,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,9,87,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4A,10,62,Rock,KO,,64.7681059992733,-148.29868
2015,2015-09-03,UP4B,1,175,Ice,KO,"All plots are probed according to the 'left-hand' rule, without reference to the random placement of veg plots. There is a layer of schist at all plots around70 cm. with enough persistence you can break through to get to permafrost. Broke through at 65 he",64.7716009992734,-148.27359
2015,2015-09-03,UP4B,2,162,Ice,KO,Broke through schist at 63,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,3,143,Ice,KO,Broke through at 39,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,4,161,Ice,KO,Broke through at 80,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,5,198,Ice,KO,Broke through schist layer at 76.,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,6,173,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,7,145,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,8,128,Rock,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,9,93,Rock,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,10,97,Rock,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,11,182,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,12,194,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,13,76,Rock,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,14,185,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,15,147,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,16,143,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,17,143,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,18,77,Rock,KO,Schist.,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,19,151,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-03,UP4B,20,179,Ice,KO,,64.7716009992734,-148.27359
2015,2015-09-18,UP4C,1,52,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,2,52,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,3,66,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,4,55,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,5,53,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,6,59,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,7,62,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,8,55,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,9,49,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,10,49,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,11,51,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,12,44,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,13,63,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,14,62,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,15,86,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,16,66,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,17,91,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,18,49,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,19,63,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-18,UP4C,20,61,Ice,KO,,65.1539339992815,-147.491332
2015,2015-09-24,WCM4,1,97,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,2,91,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,3,96,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,4,213,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,5,164,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,6,144,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,7,158,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,8,159,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,9,124,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,10,156,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,11,149,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,12,144,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,13,124,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,14,76,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,15,170,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,16,161,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,17,143,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,18,125,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,19,106,Rock,CC,,65.1672669992818,-147.89408
2015,2015-09-24,WCM4,20,130,Rock,CC,,65.1672669992818,-147.89408
2013,2013-09-11,TRM2,1,55,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,2,45,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,3,53,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,4,57,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,5,41,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,6,76,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,7,64,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,8,68,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,9,57,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-11,TRM2,10,42,Ice,MAW,,65.3121899992849,-148.338
2013,2013-09-10,TRM3,1,28,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,2,23,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,3,36,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,4,49,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,5,36,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,6,35,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,7,24,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,8,33,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,9,36,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-10,TRM3,10,30,Ice,MAW,,65.3145799992849,-148.33536
2013,2013-09-19,WCM1,1,45,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,2,44,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,3,42,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,4,33,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,5,32,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,6,31,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,7,33,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,8,38,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,9,55,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM1,10,50,Ice,"CJ, MAW",,65.1246499992809,-147.97308
2013,2013-09-19,WCM2,1,36,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,2,40,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,3,35,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,4,31,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,5,35,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,6,32,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,7,31,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,8,30,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,9,40,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2013,2013-09-19,WCM2,10,42,Ice,"CJ, MAW",,65.1363399992811,-147.97132
2012,2012-08-30,GSI1,-9999,76,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,69,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,82,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,92,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,78,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,78,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,88,Ice,not recorded,,64.800039999274,-148.41375
2012,2012-08-30,GSI1,-9999,103,Ice,not recorded,,64.800039999274,-148.41375
