FID,SiteID,DataType,Date,Lon_WGS84,Lat_WGS84,x_UTMz6N,y_UTMz6N,Altitude,ALT,OLT,Vegetation,Comments,xERT_plan,xERT_true
398,North Star Line D,ERT,20210915,-147.6364637,64.89389074,469867.89,7196780.55,196.67,-9999,-9999,-9999,-9999,180,179.49
399,North Star Line D,ERT,20210915,-147.6364706,64.89390758,469867.58,7196782.43,196.4,-9999,-9999,-9999,-9999,182,181.39
400,North Star Line D,ERT,20210915,-147.6364774,64.89392487,469867.28,7196784.36,196.33,-9999,-9999,-9999,-9999,184,183.34
401,North Star Line D,ERT,20210915,-147.6364854,64.89394305,469866.92,7196786.39,196.42,-9999,-9999,-9999,-9999,186,185.41
402,North Star Line D,ERT,20210915,-147.6364947,64.89396087,469866.5,7196788.38,196.37,-9999,-9999,-9999,-9999,188,187.44
403,North Star Line D,ERT,20210915,-147.6365017,64.89397851,469866.19,7196790.35,196.17,-9999,-9999,-9999,-9999,190,189.43
404,North Star Line D,ERT,20210915,-147.6365082,64.89399625,469865.9,7196792.33,195.99,-9999,-9999,-9999,-9999,192,191.44
405,North Star Line D,ERT,20210915,-147.6365145,64.89401309,469865.62,7196794.21,195.62,-9999,-9999,-9999,-9999,194,193.34
406,North Star Line D,ERT,20210915,-147.636523,64.89403038,469865.24,7196796.14,195.12,-9999,-9999,-9999,-9999,196,195.3
407,North Star Line D,ERT,20210915,-147.6365329,64.894049,469864.79,7196798.22,194.97,-9999,-9999,-9999,-9999,198,197.43
408,North Star Line D,ERT,20210915,-147.6365401,64.89406458,469864.47,7196799.96,194.65,-9999,-9999,-9999,-9999,200,199.2
409,North Star Line D,ERT,20210915,-147.6365539,64.89408023,469863.83,7196801.71,194.3,-9999,-9999,-9999,Edge pond,202,201.06
410,North Star Line D,ERT,20210915,-147.6365588,64.89409878,469863.62,7196803.78,194.32,-9999,-9999,-9999,interpolated,204,203.15
411,North Star Line D,ERT,20210915,-147.6365639,64.89411742,469863.4,7196805.86,194.34,-9999,-9999,-9999,interpolated,206,205.23
412,North Star Line D,ERT,20210915,-147.6365688,64.89413598,469863.19,7196807.93,194.36,-9999,-9999,-9999,Edge pond,208,207.32
413,North Star Line D,ERT,20210915,-147.63658,64.89415325,469862.68,7196809.86,194.51,-9999,-9999,-9999,-9999,210,209.31
414,North Star Line D,ERT,20210915,-147.6365875,64.89417026,469862.34,7196811.76,194.39,-9999,-9999,-9999,-9999,212,211.25
415,North Star Line D,ERT,20210915,-147.6365947,64.89418836,469862.02,7196813.78,194.38,-9999,-9999,-9999,-9999,214,213.29
416,North Star Line D,ERT,20210915,-147.6366029,64.89420519,469861.65,7196815.66,194.54,-9999,-9999,-9999,-9999,216,215.21
417,North Star Line D,ERT,20210915,-147.6366106,64.8942232,469861.31,7196817.67,194.61,-9999,-9999,-9999,-9999,218,217.24
418,North Star Line D,ERT,20210915,-147.636618,64.89424156,469860.98,7196819.72,194.59,-9999,-9999,-9999,-9999,220,219.32
419,North Star Line D,ERT,20210915,-147.6366219,64.89425707,469860.81,7196821.45,194.73,-9999,-9999,-9999,-9999,222,221.06
420,Goldstream lake,ERT,20210916,-147.8479229,64.91531918,459889.19,7199285.94,195.3,999,-9999,Sedges,ALT > 132 cm represented as 999. Sedges in water,0,0
421,Goldstream lake,ERT,20210916,-147.8479098,64.9153057,459889.79,7199284.43,195.44,-9999,-9999,Sedges,-9999,2,1.62
422,Goldstream lake,ERT,20210916,-147.8478947,64.91528901,459890.48,7199282.56,195.37,-9999,-9999,Sedges,-9999,4,3.62
423,Goldstream lake,ERT,20210916,-147.8478751,64.91527341,459891.38,7199280.81,195.23,-9999,-9999,-9999,-9999,6,5.59
424,Goldstream lake,ERT,20210916,-147.8478501,64.91525722,459892.54,7199278.99,195.3,-9999,-9999,-9999,-9999,8,7.74
425,Goldstream lake,ERT,20210916,-147.847831,64.91524145,459893.42,7199277.22,195.29,999,-9999,Sedges,Edge sedge,10,9.72
426,Goldstream lake,ERT,20210916,-147.8478094,64.9152265,459894.42,7199275.54,195.61,-9999,-9999,Black spruce,-9999,12,11.67
427,Goldstream lake,ERT,20210916,-147.8477905,64.91521117,459895.29,7199273.82,195.81,-9999,-9999,-9999,-9999,14,13.6
428,Goldstream lake,ERT,20210916,-147.8477714,64.91519477,459896.17,7199271.98,195.99,999,-9999,Black spruce,-9999,16,15.64
429,Goldstream lake,ERT,20210916,-147.8477506,64.91517954,459897.13,7199270.27,196.16,114,-9999,Black spruce,-9999,18,17.6
430,Goldstream lake,ERT,20210916,-147.8477271,64.91516388,459898.22,7199268.51,196.2,108,-9999,Black spruce,-9999,20,19.67
431,Goldstream lake,ERT,20210916,-147.847708,64.91514811,459899.1,7199266.74,196.4,90,-9999,Black spruce,-9999,22,21.65
432,Goldstream lake,ERT,20210916,-147.8476899,64.9151326,459899.93,7199265,196.22,86,-9999,Black spruce,-9999,24,23.58
433,Goldstream lake,ERT,20210916,-147.8476723,64.91511601,459900.74,7199263.14,196.16,94,-9999,Black spruce,-9999,26,25.61
434,Goldstream lake,ERT,20210916,-147.8476513,64.91510051,459901.71,7199261.4,196.24,56,-9999,Black spruce,-9999,28,27.6
435,Goldstream lake,ERT,20210916,-147.8476324,64.91508545,459902.58,7199259.71,196.31,62,-9999,Black spruce,-9999,30,29.5
436,Goldstream lake,ERT,20210916,-147.8476133,64.91506968,459903.46,7199257.94,196.43,54,-9999,Black spruce,-9999,32,31.48
437,Goldstream lake,ERT,20210916,-147.8475963,64.91505308,459904.24,7199256.08,196.17,51,-9999,Black spruce,-9999,34,33.49
438,Goldstream lake,ERT,20210916,-147.8475782,64.91503659,459905.07,7199254.23,196.18,51,-9999,Black spruce,-9999,36,35.52
439,Goldstream lake,ERT,20210916,-147.8475604,64.91501964,459905.89,7199252.33,196.2,71,-9999,Black spruce,Edge black spruce,38,37.59
440,Goldstream lake,ERT,20210916,-147.8475417,64.91500377,459906.75,7199250.55,196.3,58,-9999,Tussock start,-9999,40,39.57
441,Goldstream lake,ERT,20210916,-147.847523,64.91498746,459907.61,7199248.72,196.21,46,-9999,Tussock,-9999,42,41.59
442,Goldstream lake,ERT,20210916,-147.847506,64.91497131,459908.39,7199246.91,196.07,55,-9999,Tussock,-9999,44,43.56
443,Goldstream lake,ERT,20210916,-147.8474842,64.914956,459909.4,7199245.19,196.26,52,-9999,Tussock,-9999,46,45.56
444,Goldstream lake,ERT,20210916,-147.8474653,64.9149404,459910.27,7199243.44,196.15,57,-9999,-9999,-9999,48,47.51
445,Goldstream lake,ERT,20210916,-147.8474477,64.91492453,459911.08,7199241.66,196.22,50,-9999,Tussock,-9999,50,49.47
446,Goldstream lake,ERT,20210916,-147.8474275,64.91490849,459912.01,7199239.86,196.28,53,-9999,-9999,-9999,52,51.49
447,Goldstream lake,ERT,20210916,-147.847408,64.91489254,459912.91,7199238.07,196.21,53,-9999,-9999,-9999,54,53.5
448,Goldstream lake,ERT,20210916,-147.8473876,64.91487651,459913.85,7199236.27,196.07,-9999,-9999,-9999,-9999,56,55.53
449,Goldstream lake,ERT,20210916,-147.8473691,64.91485947,459914.7,7199234.36,196.08,52,-9999,Tussock,-9999,58,57.61
450,Goldstream lake,ERT,20210916,-147.8473481,64.91484523,459915.67,7199232.76,195.99,-9999,-9999,Tussock,-9999,60,59.49
451,Goldstream lake,ERT,20210916,-147.8473309,64.91482954,459916.46,7199231,195.98,30,-9999,-9999,-9999,62,61.42
452,Goldstream lake,ERT,20210916,-147.8473095,64.91481297,459917.45,7199229.14,195.99,-9999,-9999,-9999,-9999,64,63.52
453,Goldstream lake,ERT,20210916,-147.8472895,64.91479783,459918.37,7199227.44,195.92,38,-9999,-9999,-9999,66,65.45
454,Goldstream lake,ERT,20210916,-147.8472696,64.91478125,459919.29,7199225.58,196.06,-9999,-9999,Tussock,-9999,68,67.53
455,Goldstream lake,ERT,20210916,-147.8472495,64.91476683,459920.22,7199223.96,195.96,50,-9999,Tussock,-9999,70,69.4
456,Goldstream lake,ERT,20210916,-147.8472305,64.91474971,459921.09,7199222.04,196.21,-9999,-9999,-9999,-9999,72,71.5
457,Goldstream lake,ERT,20210916,-147.8472127,64.91473509,459921.91,7199220.4,196.07,48,-9999,-9999,-9999,74,73.34
458,Goldstream lake,ERT,20210916,-147.847194,64.91471752,459922.77,7199218.43,196.05,-9999,-9999,-9999,-9999,76,75.49
459,Goldstream lake,ERT,20210916,-147.8471735,64.91470328,459923.72,7199216.83,196.03,49,-9999,-9999,-9999,78,77.35
460,Goldstream lake,ERT,20210916,-147.8471577,64.91468542,459924.44,7199214.83,196,-9999,-9999,Tussock,-9999,80,79.48
461,Goldstream lake,ERT,20210916,-147.8471363,64.91467011,459925.43,7199213.11,196.03,47,-9999,-9999,-9999,82,81.46
462,Goldstream lake,ERT,20210916,-147.8471174,64.9146546,459926.3,7199211.37,195.99,-9999,-9999,-9999,-9999,84,83.4
463,Goldstream lake,ERT,20210916,-147.8470957,64.91463875,459927.3,7199209.59,195.92,48,-9999,-9999,-9999,86,85.45
464,Goldstream lake,ERT,20210916,-147.8470777,64.91462288,459928.13,7199207.81,195.94,-9999,-9999,-9999,-9999,88,87.41
465,Goldstream lake,ERT,20210916,-147.8470575,64.91460738,459929.06,7199206.07,195.86,44,-9999,Tussock,-9999,90,89.39
466,Goldstream lake,ERT,20210916,-147.8470372,64.91459161,459930,7199204.3,195.89,-9999,-9999,-9999,-9999,92,91.39
467,Goldstream lake,ERT,20210916,-147.8470217,64.91457555,459930.71,7199202.5,195.84,40,-9999,-9999,-9999,94,93.32
468,Goldstream lake,ERT,20210916,-147.8469992,64.91456069,459931.75,7199200.83,195.87,-9999,-9999,-9999,-9999,96,95.29
469,Goldstream lake,ERT,20210916,-147.8469826,64.91454374,459932.51,7199198.93,195.8,54,-9999,Tussock,Smaller tussock start,98,97.33
470,Goldstream lake,ERT,20210916,-147.8469616,64.91452815,459933.48,7199197.18,195.82,-9999,-9999,Tussock,-9999,100,99.33
471,Goldstream lake,ERT,20210916,-147.8469389,64.91451096,459934.53,7199195.25,195.85,57,-9999,-9999,-9999,102,101.53
472,Goldstream lake,ERT,20210916,-147.8469158,64.91449566,459935.6,7199193.53,195.76,-9999,-9999,-9999,-9999,104,103.56
473,Goldstream lake,ERT,20210916,-147.8468996,64.9144796,459936.34,7199191.73,195.74,55,-9999,-9999,-9999,106,105.51
474,Goldstream lake,ERT,20210916,-147.8468786,64.91446366,459937.31,7199189.94,195.74,-9999,-9999,-9999,-9999,108,107.54
475,Goldstream lake,ERT,20210916,-147.8468635,64.91444777,459938,7199188.16,195.69,49,-9999,Tussock,-9999,110,109.45
476,North Star 2 W,-9999,20210915,-147.63626,64.89304211,469876.58,7196685.88,199.7,-9999,-9999,-9999,-9999,-9999,-9999
477,North Star 1 borehole,NMR,20210915,-147.6373417,64.8940485,469826.5,7196798.55,194.71,-9999,-9999,-9999,-9999,-9999,-9999
478,BTLNMRE,NMR,20210916,-147.8187973,64.92064959,461274.6,7199861.81,195.42,-9999,-9999,-9999,-9999,-9999,-9999
479,BTLNMRN,NMR,20210916,-147.821963,64.92017259,461124.19,7199810.59,194.5,-9999,-9999,-9999,-9999,-9999,-9999
