pf_observed,date,lon,lat,site_id,source,pf_depth,thaw_depth,obs_limit,method
0,2019-09-15,-166.2114565211026,64.9782292565328,T47,Seward,,,,unknown
0,2019-09-15,-166.21043117464953,64.97804911719865,T47,Seward,,,,unknown
0,2019-09-15,-166.20928076594768,64.97791485450897,T47,Seward,,,,unknown
0,2019-09-15,-166.2080672226843,64.97779006803216,T47,Seward,,,,unknown
0,2019-09-15,-166.20624963910413,64.97742785298072,T47,Seward,,,,unknown
0,2019-09-15,-166.20522435807703,64.97724767775344,T47,Seward,,,,unknown
0,2019-09-15,-166.2036551869818,64.97722444136926,T47,Seward,,,,unknown
0,2019-09-15,-166.20206805741591,64.97727312582401,T47,Seward,,,,unknown
0,2019-09-15,-166.2010548830419,64.97736204729365,T47,Seward,,,,unknown
1,2019-09-15,-166.20112842543887,64.97994599219294,T47,Seward,,,,unknown
1,2019-09-15,-166.1972908173655,64.98085627623941,T47,Seward,,,,unknown
1,2019-09-15,-166.1968298655396,64.98050100903185,T47,Seward,,,,unknown
1,2019-09-15,-166.20085890923397,64.97960714506758,T47,Seward,,,,unknown
1,2019-09-15,-166.2035640249884,64.97613931112556,T47,Seward,,,,unknown
1,2019-09-15,-166.20548735362786,64.97555842403573,T47,Seward,,,,unknown
1,2019-09-15,-166.20940952890018,64.97607411995945,T47,Seward,,,,unknown
0,2019-09-15,-166.2065166097149,64.97749428464331,T47,Seward,,,,unknown
0,2019-09-15,-166.20651604121792,64.9775391328058,T47,Seward,,,,unknown
1,2019-09-15,-166.20652719024335,64.97762872086274,T47,Seward,,,,unknown
1,2019-09-15,-166.20653679862238,64.97767335216503,T47,Seward,,,,unknown
1,2019-09-15,-166.2065410663664,64.97771816124074,T47,Seward,,,,unknown
1,2019-09-15,-166.20654838335116,64.97776291875012,T47,Seward,,,,unknown
1,2019-09-15,-166.20655541185937,64.97780766961635,T47,Seward,,,,unknown
0,2019-09-15,-166.2065620768412,64.9778524413684,T47,Seward,,,,unknown
0,2019-09-15,-166.20656592814856,64.97789727175666,T47,Seward,,,,unknown
0,2019-09-15,-166.20657231566477,64.97794204575048,T47,Seward,,,,unknown
0,2019-09-15,-166.20657809270597,64.97798681570372,T47,Seward,,,,unknown
1,2019-09-15,-166.20658260287829,64.97803164076605,T47,Seward,,,,unknown
1,2019-09-15,-166.20658975690762,64.97807639958958,T47,Seward,,,,unknown
1,2019-09-15,-166.20659449680747,64.97812119587229,T47,Seward,,,,unknown
1,2019-09-15,-166.20660099922597,64.97816597790964,T47,Seward,,,,unknown
1,2019-09-15,-166.20660869906155,64.9782107143724,T47,Seward,,,,unknown
1,2019-09-15,-166.20661718918328,64.97825539957682,T47,Seward,,,,unknown
1,2019-09-15,-166.20662277995285,64.97830017103293,T47,Seward,,,,unknown
1,2019-09-15,-166.20662981932725,64.97834492180642,T47,Seward,,,,unknown
1,2019-09-15,-166.2066350606005,64.97838969608655,T47,Seward,,,,unknown
1,2019-09-15,-166.20664270719632,64.97843442400321,T47,Seward,,,,unknown
1,2019-09-15,-166.20664908609987,64.97847918908776,T47,Seward,,,,unknown
1,2019-09-15,-166.20665707209773,64.97852392323439,T47,Seward,,,,unknown
1,2019-09-15,-166.2066632675539,64.978568707749,T47,Seward,,,,unknown
1,2019-09-15,-166.20666855210774,64.97861349962567,T47,Seward,,,,unknown
1,2019-09-15,-166.20667482598722,64.97865828350567,T47,Seward,,,,unknown
1,2019-09-15,-166.20667927036985,64.97870310012063,T47,Seward,,,,unknown
1,2019-09-15,-166.20668556971097,64.9787478837941,T47,Seward,,,,unknown
1,2019-09-15,-166.20669354273934,64.97879260906885,T47,Seward,,,,unknown
1,2019-09-15,-166.20670010269558,64.97883739063502,T47,Seward,,,,unknown
0,2019-09-15,-166.20670589579618,64.97888217839909,T47,Seward,,,,unknown
0,2019-09-15,-166.20671283338197,64.9789269210158,T47,Seward,,,,unknown
0,2019-09-15,-166.2067208103447,64.97897163728278,T47,Seward,,,,unknown
0,2019-09-15,-166.20672898061557,64.97901631609038,T47,Seward,,,,unknown
0,2019-09-15,-166.20673453582617,64.97906104295701,T47,Seward,,,,unknown
0,2019-09-15,-166.2067414601372,64.97911475080184,T47,Seward,,,,unknown
0,2019-09-15,-166.20674708203015,64.97915056585072,T47,Seward,,,,unknown
0,2019-09-15,-166.20675190542582,64.97919537042429,T47,Seward,,,,unknown
0,2019-09-15,-166.2067604533138,64.97924005515146,T47,Seward,,,,unknown
0,2019-09-15,-166.2067635527108,64.97928488263356,T47,Seward,,,,unknown
