site_id,lat,lon,date,org_thick,thaw_depth,pf_depth,pf_observed,obs_limit,method,source
CAHA-T1-02,70.9,-153.18,2007-08-23,,39.0,39.0,1,220.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-03,70.9,-153.19,2007-08-23,7.0,38.0,55.0,1,242.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-04,70.9,-153.19,2007-08-23,7.0,25.0,27.0,1,233.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-05,70.9,-153.2,2007-08-23,14.0,26.0,39.0,1,252.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-06,70.9,-153.21,2007-08-23,3.0,34.0,40.0,1,253.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-07,70.9,-153.22,2007-08-23,11.0,24.0,48.0,1,76.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-08,70.9,-153.23,2007-08-24,6.0,55.0,55.0,1,258.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-09,70.9,-153.23,2007-08-24,7.0,51.0,51.0,1,80.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-09b,70.9,-153.23,2007-08-24,10.0,47.0,47.0,1,251.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-09c,70.9,-153.23,2007-08-24,4.0,40.0,40.0,1,240.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-10,70.9,-153.24,2007-08-23,13.0,35.0,35.0,1,290.0,aug_pit,Jorgenson_Kanevskiy_2025
CAHA-T1-11,70.9,-153.26,2007-08-23,8.0,25.0,25.0,1,242.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Exp1,70.16,-150.91,1996-07-29,,44.0,48.0,1,260.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Exp2,70.16,-150.91,1996-07-29,,116.0,116.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Exp3,70.16,-150.91,1996-07-30,,51.0,51.0,1,350.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Exp4,70.26,-151.02,1996-07-31,,44.0,81.0,1,400.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-Exp5,70.25,-151.05,1996-07-31,,62.0,62.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-01,70.34,-150.97,1995-08-12,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-02,70.35,-150.98,1995-08-12,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-03,70.35,-150.97,1995-08-12,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-04a,70.34,-150.94,1995-08-12,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-04b,70.34,-150.94,1995-08-12,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-05,70.34,-150.95,1996-08-06,,34.0,34.0,1,359.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-06,70.34,-150.95,1996-08-06,,56.0,56.0,1,155.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G01-07,70.34,-150.93,1996-08-06,,57.0,,0,206.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-01,70.26,-150.86,1995-08-13,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-02,70.27,-150.85,1995-08-13,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-03,70.27,-150.85,1995-08-13,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-04,70.27,-150.85,1995-08-13,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-05,70.27,-150.88,1995-08-13,,49.0,,0,49.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-18,70.39,-150.87,1992-07-16,,50.0,,0,420.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-25,70.39,-150.88,1992-07-18,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-26,70.39,-150.87,1992-07-18,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G02-27,70.39,-150.86,1992-07-18,,62.0,,0,133.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G03-01,70.27,-150.97,1995-08-13,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G03-02,70.28,-150.97,1995-08-13,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G04-01,70.25,-150.66,1995-08-14,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G04-02,70.25,-150.7,1995-08-14,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G04-03,70.38,-150.67,1992-08-02,,96.0,,0,134.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G04-04,70.38,-150.67,1992-08-03,,24.0,,0,135.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G04-23,70.36,-151.05,1992-07-22,,43.0,,0,152.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G05-01,70.31,-150.28,1995-08-14,,69.0,,0,69.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G05-02,70.31,-150.28,1995-08-14,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G05-03,70.31,-150.28,1995-08-14,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-01,70.24,-150.2,1995-08-14,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-02,70.24,-150.21,1995-08-14,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-03,70.24,-150.21,1995-08-14,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-04,70.17,-150.9,1996-08-01,,70.0,,0,70.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-18,70.4,-151.1,1992-07-20,,130.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-19,70.4,-151.1,1992-07-20,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-20,70.4,-151.1,1992-07-20,,54.0,,0,54.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-21,70.4,-151.11,1992-07-20,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-32,70.39,-151.12,1992-07-22,,25.0,,0,25.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G06-33,70.39,-151.12,1992-07-22,,23.0,,0,23.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G07-01,70.44,-150.86,1996-08-05,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G07-02,70.44,-150.87,1996-08-05,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G07-03,70.44,-150.89,1996-08-05,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G07-04,70.44,-150.88,1996-08-05,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G07-05,70.44,-150.88,1996-08-05,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-01,70.31,-150.41,1996-08-10,,66.0,,0,66.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-02,70.31,-150.41,1996-08-10,,72.0,,0,72.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-03,70.31,-150.4,1996-08-10,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-04,70.32,-150.4,1996-08-10,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-05,70.32,-150.39,1996-08-10,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-06,70.32,-150.4,1996-08-10,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-07,70.31,-150.37,1996-08-10,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-08,70.31,-150.38,1996-08-10,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-29,70.32,-151.05,1992-07-22,,71.0,,0,145.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-30,70.32,-151.04,1992-07-22,,49.0,,0,190.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G11-31,70.29,-151.0,1992-07-22,,54.0,,0,54.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-01,70.28,-150.99,1995-08-07,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-02,70.27,-150.99,1995-08-07,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-03,70.26,-150.99,1995-08-07,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-04,70.26,-150.95,1996-08-04,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-05,70.26,-150.95,1996-08-04,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-06,70.26,-150.94,1996-08-04,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-07,70.27,-150.94,1996-08-04,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-08,70.27,-150.94,1996-08-04,,82.0,,0,82.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-24,70.34,-151.07,1992-07-22,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-25,70.34,-151.08,1992-07-22,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-26,70.34,-151.05,1992-07-22,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-27,70.34,-151.04,1992-07-22,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G12-28,70.33,-151.07,1992-07-22,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-01A,70.24,-150.73,1996-08-09,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-01B,70.24,-150.73,1996-08-09,,58.0,,0,58.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-02,70.24,-150.72,1996-08-09,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-03,70.24,-150.72,1996-08-09,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-04,70.24,-150.71,1996-08-09,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-05,70.24,-150.71,1996-08-09,,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-G13-06,70.24,-150.71,1996-08-09,,92.0,,0,92.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-01,70.25,-150.65,1995-08-12,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-02,70.25,-150.65,1995-08-12,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-03,70.25,-150.64,1995-08-12,,63.0,,0,63.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-04,70.25,-150.64,1995-08-12,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-05,70.25,-150.63,1995-08-12,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P1-06,70.25,-150.63,1995-08-12,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-01,70.26,-150.53,1995-08-13,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-02,70.26,-150.53,1995-08-13,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-03,70.26,-150.53,1995-08-13,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-04,70.26,-150.53,1995-08-13,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-05,70.26,-150.53,1995-08-13,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-06,70.26,-150.53,1995-08-13,,33.0,,0,33.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P2-07,70.26,-150.53,1995-08-13,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-01,70.27,-150.15,1995-08-14,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-02,70.27,-150.15,1995-08-14,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-03,70.27,-150.15,1995-08-14,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-04,70.27,-150.14,1995-08-14,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-05,70.27,-150.14,1995-08-14,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-06,70.27,-150.14,1995-08-14,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-07,70.27,-150.14,1995-08-14,,85.0,,0,85.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-08,70.27,-150.14,1995-08-14,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-P3-09,70.27,-150.13,1995-08-14,,66.0,,0,66.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S18-002,70.32,-151.06,2003-08-09,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S18-020,70.32,-151.06,2003-08-09,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S18-050,70.32,-151.06,2003-08-09,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S18-100,70.32,-151.06,2003-08-09,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S18-200,70.32,-151.07,2003-08-09,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-002,70.34,-151.06,2003-08-07,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-020,70.34,-151.07,2003-08-07,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-050,70.34,-151.07,2003-08-07,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-100,70.34,-151.07,2003-08-07,,33.0,,0,33.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-200,70.34,-151.07,2003-08-07,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S19-500,70.34,-151.08,2003-08-07,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-002,70.35,-151.06,2003-08-08,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-020,70.35,-151.06,2003-08-08,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-050,70.35,-151.06,2003-08-08,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-100,70.35,-151.07,2003-08-08,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-200,70.35,-151.07,2003-08-08,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-S20-500,70.35,-151.08,2003-08-08,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-01,70.39,-150.86,1992-07-17,,23.0,,0,23.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-02,70.39,-150.86,1992-07-17,,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-03,70.39,-150.86,1992-07-17,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-04,70.39,-150.86,1992-07-17,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-05,70.39,-150.86,1992-07-17,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-06,70.39,-150.86,1992-07-18,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-07,70.39,-150.86,1992-07-18,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-08,70.39,-150.86,1992-07-18,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-09,70.38,-150.87,1992-07-18,,29.0,,0,29.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T01-11,70.38,-150.87,1992-07-18,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-12,70.39,-150.86,1992-07-17,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-13,70.39,-150.86,1992-07-17,,63.0,,0,63.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-14,70.39,-150.86,1992-07-18,,58.0,,0,58.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-15,70.39,-150.87,1992-07-18,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-16,70.39,-150.87,1992-07-18,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T02-17,70.39,-150.87,1992-07-18,,33.0,,0,33.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-01,70.36,-151.07,1992-07-21,,67.0,,0,67.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-02,70.36,-151.07,1992-07-21,,56.0,,0,56.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-03,70.36,-151.07,1992-07-21,,15.0,,0,15.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-04,70.36,-151.08,1992-07-21,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-05,70.36,-151.08,1992-07-21,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T04-06,70.36,-151.09,1996-08-09,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T05-06,70.39,-151.08,1992-07-21,,68.0,,0,68.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T05-08,70.39,-151.08,1992-07-21,,27.0,,0,27.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T05-09,70.39,-151.08,1992-07-21,,30.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T05-10,70.39,-151.08,1992-07-21,,27.0,,0,27.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T05-11,70.39,-151.08,1992-07-21,,20.0,,0,20.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-12,70.39,-151.1,1992-07-20,,58.0,,0,58.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-13,70.39,-151.1,1992-07-20,,77.0,,0,77.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-14,70.39,-151.1,1992-07-20,,87.0,,0,87.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-15,70.39,-151.1,1992-07-20,,24.0,,0,24.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-16,70.39,-151.1,1992-07-20,,26.0,,0,26.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T06-17,70.39,-151.1,1992-07-20,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-01,70.33,-151.03,1995-08-01,,73.0,,0,73.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-02,70.33,-151.03,1995-08-01,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-03,70.33,-151.02,1995-08-01,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-04,70.33,-151.02,1995-08-01,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-05,70.33,-151.02,1995-08-01,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-06,70.33,-151.02,1995-08-01,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T10-07,70.33,-150.99,1995-08-01,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-01,70.32,-151.06,1995-08-06,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-02,70.32,-151.07,1995-08-06,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-02b,70.32,-151.07,1995-08-06,,,0.0,1,75.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-03,70.32,-151.07,1995-08-06,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-03b,70.32,-151.07,1995-08-06,,30.0,30.0,1,140.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-04,70.32,-151.07,1995-08-06,,38.0,38.0,1,111.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-05,70.31,-151.08,1995-08-06,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-06,70.31,-151.08,1995-08-06,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T11-07,70.31,-151.09,1995-08-06,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-01,70.26,-151.01,1995-07-31,,90.0,,0,90.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-02,70.26,-151.01,1995-07-31,,81.0,,0,81.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-03,70.26,-151.0,1995-07-31,,95.0,,0,95.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-03,70.26,-151.0,1996-08-04,,75.0,129.0,1,144.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-04,70.26,-151.0,1995-07-31,,75.0,,0,75.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-05,70.26,-151.0,1995-07-31,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-06,70.26,-150.99,1995-07-31,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-07,70.26,-150.99,1995-07-31,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-08,70.26,-150.98,1995-07-31,,31.0,,0,31.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-09,70.26,-150.98,1995-07-31,,36.0,,0,36.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T12-10,70.26,-150.96,1996-08-04,,34.0,34.0,1,328.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-01,70.28,-150.93,1995-08-08,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-02,70.28,-150.93,1995-08-08,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-03,70.28,-150.93,1995-08-08,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-05,70.28,-150.92,1995-08-08,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-06,70.28,-150.91,1995-08-08,,39.0,,0,39.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T13-07,70.28,-150.9,1995-08-08,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-01,70.18,-150.87,1996-08-17,,10.0,,0,10.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-02,70.18,-150.87,1996-08-17,,93.0,,0,93.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-03,70.18,-150.86,1996-08-17,,81.0,99.0,1,230.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-04,70.18,-150.87,1996-08-17,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-05,70.18,-150.85,1996-08-01,,43.0,111.0,1,197.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T14-06,70.18,-150.84,1996-08-01,,34.0,46.0,1,307.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-02,70.43,-150.68,1996-08-14,,85.0,,0,85.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-03,70.43,-150.68,1996-08-14,,79.0,,0,79.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-04,70.43,-150.68,1996-08-14,,86.0,,0,86.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-05,70.43,-150.68,1996-08-14,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-06,70.43,-150.69,1996-08-14,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-07,70.43,-150.7,1996-08-14,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-08,70.43,-150.7,1996-08-14,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-09,70.43,-150.7,1996-08-14,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T15-10,70.43,-150.7,1996-08-14,,33.0,,0,33.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-00,70.23,-150.26,1996-08-02,,115.0,,0,115.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-01,70.23,-150.26,1996-08-02,,90.0,,0,90.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-02,70.23,-150.27,1996-08-02,,89.0,,0,89.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-03,70.23,-150.27,1996-08-02,,99.0,,0,99.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-04,70.23,-150.27,1996-08-02,,28.0,,0,28.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-05,70.23,-150.27,1996-08-02,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-06,70.23,-150.27,1996-08-02,,49.0,,0,49.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-07,70.23,-150.27,1996-08-02,2.0,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-08,70.23,-150.27,1996-08-03,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-09,70.23,-150.27,1996-08-03,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-10,70.23,-150.27,1996-08-03,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-11,70.23,-150.27,1996-08-03,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T16-12,70.23,-150.27,1996-08-03,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-01,70.24,-150.37,1996-08-08,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-02,70.24,-150.37,1996-08-08,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-03,70.24,-150.36,1996-08-08,,66.0,,0,66.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-04,70.24,-150.36,1996-08-08,,84.0,,0,84.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-05,70.24,-150.35,1996-08-08,,88.0,,0,88.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-06,70.24,-150.35,1996-08-08,34.0,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
CD-T17-07,70.24,-150.35,1996-08-08,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
