site_id,lat,lon,date,org_thick,thaw_depth,pf_depth,pf_observed,obs_limit,method,source
TF50-BP2,64.73,-147.82,2013-09-05,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
TF50-BP3,64.73,-147.82,2013-09-05,,50.0,,0,50.0,aug_pit,Jorgenson_Kanevskiy_2025
TF50-BP4,64.73,-147.83,2012-08-22,,51.0,,0,51.0,aug_pit,Jorgenson_Kanevskiy_2025
TF50-BP5,64.73,-147.82,2013-09-05,,54.0,,0,54.0,aug_pit,Jorgenson_Kanevskiy_2025
TF70-BS1,64.67,-147.8,2013-09-25,,100.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TF70-BS2,64.67,-147.8,2013-09-25,,100.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TF70-BS3,64.67,-147.8,2013-09-25,,200.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TF70-BS4,64.66,-147.8,2012-08-24,,100.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TF70-BS5,64.66,-147.8,2012-08-24,,100.0,,0,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-16-31,65.2,-148.13,1970-05-09,,152.0,30.0,1,1524.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-17-09,65.02,-147.72,1970-04-15,,15.0,0.0,1,1250.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-17-10,65.02,-147.74,1970-04-15,,640.0,,0,640.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-17-28,65.17,-148.08,1970-04-30,,76.0,0.0,1,655.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-17-30,65.18,-148.1,1970-05-01,,122.0,0.0,1,335.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-17-33,65.19,-148.12,1970-05-06,,122.0,0.0,1,335.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-205-20,64.27,-146.08,1974-09-25,,122.0,15.0,1,1524.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-210-49,64.92,-147.58,1975-03-06,,122.0,0.0,1,716.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-23-03,65.0,-147.68,1970-09-01,,244.0,,0,244.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-23-08,64.97,-147.66,1970-09-03,,610.0,,0,610.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-23-09,64.97,-147.66,1970-09-04,,777.0,,0,777.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-23-10,64.97,-147.66,1970-09-04,,792.0,,0,792.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-302-08,63.8,-145.82,1975-05-28,,15.0,0.0,1,1480.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-302-09,63.79,-145.82,1975-05-28,,153.0,15.0,1,1464.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-302-10,63.76,-145.83,1975-05-28,,91.0,0.0,1,1524.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-302-12,63.74,-145.84,1975-05-30,,152.0,0.0,1,1448.0,aug_pit,Jorgenson_Kanevskiy_2025
TH-302-20,63.86,-145.78,1975-06-03,,244.0,61.0,1,1402.0,aug_pit,Jorgenson_Kanevskiy_2025
TKVal-Fire,68.96,-150.66,2009-09-14,5.0,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-ITK2-Exp3,68.66,-149.81,2023-08-19,,80.0,,0,140.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-Kup1-1a,68.84,-149.64,2023-08-20,,40.0,48.0,1,170.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-Kup1-1b,68.84,-149.64,2023-08-20,,36.0,36.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-Kup1-1c,68.84,-149.64,2023-08-20,,72.0,77.0,1,180.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-LK89-08,68.52,-149.54,2019-07-09,,56.0,56.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-LK89-38,68.52,-149.54,2019-07-09,,50.0,50.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-LK89-68,68.52,-149.54,2019-07-09,,50.0,50.0,1,250.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-TS1-E1,68.58,-149.73,2021-06-28,,40.0,60.0,1,360.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-TS1-E2,68.58,-149.73,2021-06-28,,64.0,80.0,1,300.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-TS4-1a,68.5,-149.59,2023-08-21,,64.0,70.0,1,160.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-TS4-1b,68.5,-149.59,2023-08-21,,90.0,90.0,1,170.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-TS4-2,68.5,-149.59,2023-08-21,,135.0,,0,135.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-000,68.65,-149.28,2021-06-25,,38.0,46.0,1,53.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-008,68.65,-149.28,2021-06-25,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-011,68.65,-149.28,2021-06-25,,48.0,19.0,1,51.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-024,68.65,-149.28,2021-06-25,,44.0,44.0,1,72.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-042,68.65,-149.28,2021-06-25,,58.0,22.0,1,58.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-052,68.65,-149.28,2021-06-25,,39.0,22.0,1,39.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-069,68.65,-149.28,2021-06-25,,53.0,53.0,1,70.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-074,68.65,-149.28,2021-06-25,,34.0,43.0,1,72.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-077,68.65,-149.28,2021-06-25,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-082,68.65,-149.28,2021-06-25,,38.0,38.0,1,62.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-089,68.65,-149.28,2021-06-25,,81.0,35.0,1,81.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-095,68.65,-149.28,2021-06-29,,61.0,30.0,1,61.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-103,68.65,-149.28,2021-06-25,,78.0,50.0,1,78.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-116,68.65,-149.28,2021-06-25,,46.0,46.0,1,74.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-140,68.65,-149.28,2021-06-25,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-144,68.65,-149.28,2023-08-23,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-145,68.65,-149.28,2021-06-25,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-157,68.65,-149.28,2021-06-25,,37.0,23.0,1,37.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-171,68.65,-149.28,2021-06-25,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-200,68.65,-149.27,2021-06-25,,22.0,,0,22.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-200,68.65,-149.27,2023-08-23,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-GALB-E1,68.49,-149.49,2011-06-16,,60.0,70.0,1,180.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-HORN-E1,68.96,-150.31,2011-06-22,27.0,53.0,66.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-HORN-P1,68.96,-150.31,2011-06-22,,45.0,45.0,1,80.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-IMN1-E1,68.55,-149.57,2009-06-19,,60.0,,0,120.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-IMN1-E2,68.55,-149.57,2011-06-21,20.0,40.0,40.0,1,350.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-IMN2-C1,68.54,-149.52,2009-06-24,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-IMN2-E1,68.54,-149.52,2009-06-24,15.0,39.0,39.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-ITK2-E1,68.66,-149.81,2009-06-20,2.0,96.0,96.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-ITK2-E2,68.66,-149.81,2011-06-19,8.0,60.0,60.0,1,150.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-ITK5-E1,68.87,-150.55,2011-06-18,12.0,45.0,45.0,1,610.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-KTK1-E1,68.87,-149.57,2009-06-22,24.0,57.0,57.0,1,205.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-KTK1-E2,68.87,-149.57,2009-06-22,24.0,37.0,50.0,1,255.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-NANU-P1,68.91,-150.74,2011-06-17,,40.0,47.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-NE14-E1,68.67,-149.62,2009-06-21,,50.0,50.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T13-C1,68.69,-149.1,2011-06-20,,30.0,18.0,1,30.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T13-C2,68.69,-149.1,2011-06-20,,57.0,57.0,1,63.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T14-C1,68.67,-149.17,2011-06-20,,79.0,30.0,1,79.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T14-C2,68.67,-149.17,2011-06-20,,36.0,36.0,1,62.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T14-C3,68.67,-149.17,2011-06-20,23.0,40.0,29.0,1,60.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T14-C4,68.67,-149.17,2011-06-20,,61.0,61.0,1,104.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T15-C1,68.67,-149.18,2011-06-20,28.0,28.0,36.0,1,76.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T15-C2,68.67,-149.18,2011-06-20,,56.0,69.0,1,107.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-T16-C1,68.67,-149.18,2011-06-20,29.0,40.0,50.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-TRT-E1,68.69,-149.2,2009-06-23,17.0,43.0,46.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-VTK-E1,68.96,-150.66,2009-06-19,2.0,50.0,50.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TOOL-VTK-P1,68.96,-150.66,2011-06-17,21.0,56.0,59.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T1,70.73,-153.82,2019-04-19,,46.0,56.0,1,179.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T10,70.56,-152.96,2019-04-25,,31.0,45.0,1,105.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T2,70.73,-153.64,2019-04-20,,49.0,49.0,1,129.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T3,70.75,-153.74,2019-04-20,,35.0,44.0,1,157.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T4,70.78,-153.99,2019-04-20,,66.0,81.0,1,114.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T5,70.74,-153.95,2019-04-21,,30.0,47.0,1,147.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T6,70.74,-153.91,2019-04-21,,38.0,48.0,1,128.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T7,70.44,-154.36,2019-04-22,,44.0,64.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T8,70.86,-153.9,2019-04-23,,32.0,43.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TPK-T9,70.86,-153.9,2019-04-23,,37.0,48.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
TL-WT1-168,68.65,-149.28,2023-08-23,,93.0,,0,93.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR1A,83.09,-74.16,2022-07-30,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR1B,83.09,-74.16,2022-07-30,,55.0,59.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR1C,83.09,-74.16,2022-07-30,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR1D,83.09,-74.16,2022-07-30,,58.0,58.0,1,76.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR1E,83.09,-74.16,2022-07-30,,60.0,60.0,1,73.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR2A,83.09,-74.16,2022-07-31,,59.0,,0,59.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR2B,83.09,-74.16,2022-07-31,,58.0,62.0,1,90.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-BR2C,83.09,-74.16,2022-07-31,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1A,83.09,-74.12,2022-08-03,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1B,83.09,-74.12,2022-08-03,,66.0,66.0,1,109.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1C,83.09,-74.12,2022-08-03,,78.0,,0,78.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1D,83.09,-74.12,2022-08-03,,88.0,88.0,1,111.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1E,83.09,-74.12,2022-08-03,,66.0,66.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-DW1F,83.09,-74.12,2022-08-03,,71.0,71.0,1,124.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-F10,83.09,-74.2,2022-08-05,,69.0,72.0,1,152.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-F8,83.09,-74.21,2022-08-04,,83.0,86.0,1,144.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-F9,83.09,-74.21,2022-08-04,,52.0,52.0,1,117.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IM1A,83.09,-74.17,2022-08-06,,32.0,32.0,1,130.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IM1B,83.09,-74.17,2022-08-06,,13.0,13.0,1,20.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IM2,83.09,-74.15,2022-08-06,,30.0,30.0,1,45.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IM3,83.09,-74.15,2022-08-06,,32.0,32.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IP1-IW1,83.09,-74.19,2022-08-02,,38.0,38.0,1,55.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IP1-LBA-C,83.09,-74.19,2022-08-02,,53.0,53.0,1,103.0,aug_pit,Jorgenson_Kanevskiy_2025
WHI-IP1-LBB-S,83.09,-74.19,2022-08-02,,25.0,25.0,1,135.0,aug_pit,Jorgenson_Kanevskiy_2025
WTCR-U1,65.34,-146.91,2011-10-03,,,72.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-CVK-Exp1,61.52,-165.58,2008-07-04,,350.0,,0,350.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-CVK-Exp2,61.52,-165.58,2011-07-21,,400.0,,0,400.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-007,61.38,-165.46,1997-07-27,,67.0,,0,67.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-015,61.38,-165.46,1997-07-27,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-037,61.38,-165.46,1997-07-23,,75.0,,0,75.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-042,61.38,-165.46,1997-07-21,,67.0,,0,67.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-050,61.38,-165.46,1997-07-27,,68.0,40.0,1,104.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-066,61.38,-165.46,1997-07-27,,,43.0,1,370.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-066,61.38,-165.46,1997-07-27,,12.0,,0,12.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-090,61.38,-165.46,1997-07-27,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-100,61.38,-165.46,1998-07-22,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-125,61.38,-165.46,1997-07-27,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-150,61.38,-165.46,1998-07-22,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-185,61.37,-165.47,1998-07-22,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-350,61.37,-165.47,1997-07-24,,68.0,,0,68.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-DL1950-3,61.37,-165.47,2009-07-03,,28.0,,0,28.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-DL2005-7,61.37,-165.47,2009-07-03,,28.0,,0,28.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-G1,61.38,-165.46,1997-07-27,,35.0,48.0,1,280.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-G3,61.38,-165.47,1998-07-24,,62.0,,0,62.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-P1,61.37,-165.47,2011-07-19,,110.0,,0,110.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K1-P2,61.37,-165.47,2011-07-19,,67.0,,0,67.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K2-015,61.38,-165.46,2009-07-24,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K2-100,61.38,-165.46,1998-07-22,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K2-BM,61.38,-165.45,1997-07-25,,31.0,,0,31.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K2-G1,61.38,-165.45,1998-07-25,,72.0,,0,72.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K2-G2,61.38,-165.45,1997-07-29,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-005,61.43,-165.45,1998-07-25,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-018,61.43,-165.45,1998-07-25,,43.0,,0,43.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-042,61.43,-165.45,1998-07-25,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-060,61.43,-165.45,1998-07-25,,32.0,,0,32.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-100,61.43,-165.45,1998-07-25,,40.0,40.0,1,191.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K3-150,61.43,-165.44,2007-07-19,,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-K9-1,61.33,-165.59,1998-07-21,,37.0,41.0,1,188.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-Kash-Exp2,61.39,-165.19,2011-07-20,,32.0,32.0,1,230.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-Kash-Exp3,61.45,-165.02,2011-07-20,,46.0,46.0,1,170.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-Keok-Exp1,61.43,-165.46,2011-07-18,,45.0,45.0,1,165.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-Keok-Exp3,61.4,-165.59,2011-07-18,,42.0,42.0,1,260.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-LK3-Exp1,61.32,-164.35,2011-07-19,,600.0,,0,600.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-LK3-G1,61.32,-164.34,2011-07-19,,27.0,,0,27.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-0,61.19,-165.11,1997-07-17,,83.0,,0,83.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-024,61.19,-165.11,1997-07-17,,83.0,,0,83.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-035,61.19,-165.11,1997-07-17,,83.0,,0,83.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-100,61.19,-165.1,1997-07-17,,83.0,,0,83.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-161,61.19,-165.1,1998-07-23,,64.0,,0,64.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-387,61.19,-165.1,1997-07-17,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-455,61.19,-165.1,1997-07-17,,72.0,,0,72.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-495,61.19,-165.1,1997-07-17,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-G1,61.19,-165.1,1998-07-23,,130.0,,0,130.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M1-G2,61.19,-165.1,1997-07-19,,92.0,49.0,1,92.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-0,61.19,-165.07,1997-07-18,,24.0,,0,24.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-028,61.19,-165.07,1997-07-18,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-143,61.19,-165.07,1997-07-18,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-283,61.19,-165.07,1997-07-18,,53.0,53.0,1,134.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-309,61.19,-165.06,1997-07-18,,98.0,67.0,1,100.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-380,61.19,-165.06,1997-07-18,,45.0,45.0,1,200.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-G1,61.19,-165.06,1997-07-18,,41.0,,0,41.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-M2-G2,61.19,-165.06,1998-07-23,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-042,61.25,-165.61,1994-07-30,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-050,61.25,-165.61,1994-07-23,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-077,61.25,-165.61,2010-08-10,,60.0,,0,60.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-100,61.25,-165.61,1994-07-23,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-175,61.25,-165.61,1994-07-23,,48.0,,0,48.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-225,61.25,-165.61,1994-07-23,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-250,61.25,-165.61,1994-07-23,,80.0,,0,80.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-G1,61.25,-165.61,1995-07-21,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-G2,61.25,-165.61,1995-07-23,,38.0,,0,38.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T1-G3,61.25,-165.61,1995-07-23,,37.0,,0,37.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-010,61.25,-165.58,1995-07-24,,10.0,,0,10.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-025,61.25,-165.58,1994-07-30,,17.0,,0,17.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-100,61.25,-165.58,1994-07-30,,70.0,,0,70.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-183,61.25,-165.58,1994-07-30,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-192,61.25,-165.58,1994-07-30,,85.0,,0,85.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-192,61.25,-165.58,1994-07-30,,46.0,,0,46.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-200,61.25,-165.58,1994-07-30,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-G1,61.25,-165.58,1994-07-22,,120.0,,0,120.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-G18,61.25,-165.6,1995-07-23,,35.0,,0,35.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T2-G9,61.25,-165.58,1994-07-22,,34.0,,0,34.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-000,61.25,-165.54,1994-07-28,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-025,61.25,-165.54,1994-07-28,,61.0,,0,61.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-075,61.25,-165.54,1994-07-28,,52.0,,0,52.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-150,61.25,-165.54,1994-07-28,,65.0,,0,65.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-175,61.25,-165.54,1994-07-28,,115.0,,0,115.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-222,61.25,-165.54,1995-07-19,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-238,61.25,-165.54,1995-07-19,,55.0,,0,55.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-250,61.25,-165.54,1994-07-28,,44.0,,0,44.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G1,61.25,-165.53,1995-07-19,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G2,61.25,-165.54,1995-07-19,,53.0,,0,53.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G4,61.25,-165.54,1995-07-19,,42.0,,0,42.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G5,61.25,-165.54,1995-07-24,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G6,61.25,-165.54,1995-07-24,,45.0,,0,45.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T3-G7,61.25,-165.55,1995-07-24,,47.0,,0,47.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-050-1994,61.25,-165.49,1994-07-28,,40.0,,0,40.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-050-1997,61.25,-165.49,1997-07-22,,46.0,54.0,1,188.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-075,61.25,-165.49,1994-07-28,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-DL1950,61.25,-165.49,2009-07-07,,30.0,,0,30.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-DL2005,61.25,-165.49,2009-07-07,,25.0,,0,25.0,aug_pit,Jorgenson_Kanevskiy_2025
YKDE-T4-G1,61.25,-165.49,1995-07-20,,48.0,56.0,1,205.0,aug_pit,Jorgenson_Kanevskiy_2025
