site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,source,kling_source_sd_cm,kling_source_se_cm,kling_source_n,kling_source_min_cm,kling_source_max_cm,kling_source_cv_percent
LTER_Imnavait,2008-08-11,68.6103415,-149.3086005,39.9,1,39.9,,tp,Kling_2025,10.2,0.7,219,16.0,72.0,25.5
LTER_Imnavait,2009-07-02,68.6103415,-149.3086005,28.2,1,28.2,,tp,Kling_2025,6.8,0.5,225,14.0,47.0,24.3
LTER_Imnavait,2009-07-25,68.6103415,-149.3086005,49.2,1,49.2,,tp,Kling_2025,10.7,0.7,225,24.0,77.0,21.7
LTER_Imnavait,2009-08-11,68.6103415,-149.3086005,55.2,1,55.2,,tp,Kling_2025,9.9,0.7,225,22.0,86.0,17.9
LTER_Imnavait,2010-07-01,68.6103415,-149.3086005,29.0,1,29.0,,tp,Kling_2025,6.2,0.4,225,18.0,54.0,21.3
LTER_Imnavait,2010-07-24,68.6103415,-149.3086005,43.4,1,43.4,,tp,Kling_2025,9.9,0.7,225,22.0,79.0,22.9
LTER_Imnavait,2010-08-06,68.6103415,-149.3086005,48.9,1,48.9,,tp,Kling_2025,9.7,0.6,225,25.0,75.0,19.8
LTER_Imnavait,2011-07-02,68.6103415,-149.3086005,24.3,1,24.3,,tp,Kling_2025,8.2,0.5,225,15.0,81.0,33.8
LTER_Imnavait,2011-08-12,68.6103415,-149.3086005,50.4,1,50.4,,tp,Kling_2025,10.4,0.7,225,24.0,78.0,20.7
LTER_Imnavait,2012-07-03,68.6103415,-149.3086005,26.4,1,26.4,,tp,Kling_2025,7.8,0.5,225,15.0,58.0,29.6
LTER_Imnavait,2012-08-10,68.6103415,-149.3086005,50.3,1,50.3,,tp,Kling_2025,10.1,0.7,225,30.0,81.0,20.0
LTER_Imnavait,2013-07-01,68.6103415,-149.3086005,23.9,1,23.9,,tp,Kling_2025,7.3,0.5,225,12.0,51.0,30.6
LTER_Imnavait,2013-08-10,68.6103415,-149.3086005,49.9,1,49.9,,tp,Kling_2025,10.2,0.7,224,24.0,80.0,20.4
LTER_Imnavait,2014-07-03,68.6103415,-149.3086005,21.3,1,21.3,,tp,Kling_2025,6.4,0.4,225,10.0,40.0,29.9
LTER_Imnavait,2014-08-11,68.6103415,-149.3086005,45.2,1,45.2,,tp,Kling_2025,10.8,0.7,225,24.0,83.0,23.8
LTER_Imnavait,2015-07-02,68.6103415,-149.3086005,39.2,1,39.2,,tp,Kling_2025,10.8,0.7,225,19.0,74.0,27.5
LTER_Imnavait,2015-08-10,68.6103415,-149.3086005,54.9,1,54.9,,tp,Kling_2025,10.8,0.7,225,33.0,94.0,19.7
LTER_Imnavait,2016-07-04,68.6103415,-149.3086005,29.0,1,29.0,,tp,Kling_2025,8.9,0.6,225,15.0,66.0,30.6
LTER_Imnavait,2016-08-11,68.6103415,-149.3086005,53.8,1,53.8,,tp,Kling_2025,11.9,0.8,225,28.0,95.0,22.2
LTER_Imnavait,2017-07-01,68.6103415,-149.3086005,25.8,1,25.8,,tp,Kling_2025,7.3,0.5,225,15.0,62.0,28.4
LTER_Imnavait,2017-08-10,68.6103415,-149.3086005,52.3,1,52.3,,tp,Kling_2025,12.1,0.8,225,27.0,118.0,23.1
LTER_Imnavait,2018-06-21,68.6103415,-149.3086005,11.7,1,11.7,,tp,Kling_2025,3.7,0.2,225,4.0,24.0,31.1
LTER_Imnavait,2018-07-02,68.6103415,-149.3086005,23.5,1,23.5,,tp,Kling_2025,9.1,0.6,225,11.0,91.0,38.8
LTER_Imnavait,2018-07-12,68.6103415,-149.3086005,30.5,1,30.5,,tp,Kling_2025,10.9,0.7,225,14.0,100.0,35.8
LTER_Imnavait,2018-07-21,68.6103415,-149.3086005,39.6,1,39.6,,tp,Kling_2025,13.3,0.9,225,21.0,102.0,33.5
LTER_Imnavait,2018-08-04,68.6103415,-149.3086005,50.6,1,50.6,,tp,Kling_2025,12.4,0.8,225,26.0,106.0,24.5
LTER_Imnavait,2018-08-11,68.6103415,-149.3086005,53.9,1,53.9,,tp,Kling_2025,14.2,0.9,225,23.0,115.0,26.3
LTER_Imnavait,2018-08-21,68.6103415,-149.3086005,53.5,1,53.5,,tp,Kling_2025,13.7,0.9,225,28.0,115.0,25.6
LTER_Imnavait,2019-06-15,68.6103415,-149.3086005,17.3,1,17.3,,tp,Kling_2025,4.2,0.3,225,10.0,38.0,24.5
LTER_Imnavait,2019-06-22,68.6103415,-149.3086005,19.7,1,19.7,,tp,Kling_2025,5.0,0.3,225,11.0,37.0,25.5
LTER_Imnavait,2019-07-02,68.6103415,-149.3086005,27.0,1,27.0,,tp,Kling_2025,6.2,0.4,225,14.0,48.0,22.8
LTER_Imnavait,2019-07-13,68.6103415,-149.3086005,37.9,1,37.9,,tp,Kling_2025,7.7,0.5,225,23.0,70.0,20.4
LTER_Imnavait,2019-07-24,68.6103415,-149.3086005,47.0,1,47.0,,tp,Kling_2025,8.2,0.5,225,29.0,75.0,17.4
LTER_Imnavait,2019-08-03,68.6103415,-149.3086005,49.6,1,49.6,,tp,Kling_2025,10.8,0.7,225,33.0,110.0,21.8
LTER_Imnavait,2019-08-12,68.6103415,-149.3086005,53.4,1,53.4,,tp,Kling_2025,13.3,0.9,225,31.0,110.0,24.9
LTER_Imnavait,2019-08-26,68.6103415,-149.3086005,54.2,1,54.2,,tp,Kling_2025,12.7,0.9,213,33.0,110.0,23.4
LTER_Imnavait,2020-07-02,68.6103415,-149.3086005,27.4,1,27.4,,tp,Kling_2025,8.1,0.5,225,12.0,68.0,29.4
LTER_Imnavait,2020-07-30,68.6103415,-149.3086005,37.7,1,37.7,,tp,Kling_2025,8.1,0.5,228,21.0,64.0,21.5
LTER_Imnavait,2020-08-10,68.6103415,-149.3086005,45.2,1,45.2,,tp,Kling_2025,9.3,0.6,228,25.0,81.0,20.7
LTER_Imnavait,2020-08-27,68.6103415,-149.3086005,52.0,1,52.0,,tp,Kling_2025,9.6,0.6,228,29.0,87.0,18.5
LTER_Imnavait,2020-09-10,68.6103415,-149.3086005,53.1,1,53.1,,tp,Kling_2025,11.1,0.7,228,33.0,115.0,20.9
LTER_Imnavait,2021-06-12,68.6103415,-149.3086005,7.4,1,7.4,,tp,Kling_2025,2.2,0.1,228,3.0,13.0,29.2
LTER_Imnavait,2021-06-24,68.6103415,-149.3086005,15.5,1,15.5,,tp,Kling_2025,4.6,0.3,228,8.0,35.0,29.5
LTER_Imnavait,2021-07-03,68.6103415,-149.3086005,19.7,1,19.7,,tp,Kling_2025,5.9,0.4,228,7.0,46.0,30.2
LTER_Imnavait,2021-07-15,68.6103415,-149.3086005,28.0,1,28.0,,tp,Kling_2025,7.9,0.5,228,15.0,56.0,28.2
LTER_Imnavait,2021-07-27,68.6103415,-149.3086005,38.5,1,38.5,,tp,Kling_2025,7.9,0.5,228,18.0,62.0,20.6
LTER_Imnavait,2021-08-10,68.6103415,-149.3086005,45.4,1,45.4,,tp,Kling_2025,10.5,0.7,228,26.0,104.0,23.0
LTER_Imnavait,2021-08-24,68.6103415,-149.3086005,46.7,1,46.7,,tp,Kling_2025,9.5,0.6,228,28.0,75.0,20.3
LTER_Imnavait,2022-06-13,68.6103415,-149.3086005,7.5,1,7.5,,tp,Kling_2025,2.7,0.2,228,2.0,19.0,36.0
LTER_Imnavait,2022-06-25,68.6103415,-149.3086005,16.2,1,16.2,,tp,Kling_2025,4.2,0.3,228,9.0,31.0,25.8
LTER_Imnavait,2022-07-02,68.6103415,-149.3086005,19.6,1,19.6,,tp,Kling_2025,6.0,0.4,228,8.0,43.0,30.6
LTER_Imnavait,2022-07-12,68.6103415,-149.3086005,29.2,1,29.2,,tp,Kling_2025,7.2,0.5,228,14.0,52.0,24.7
LTER_Imnavait,2022-07-20,68.6103415,-149.3086005,33.7,1,33.7,,tp,Kling_2025,7.2,0.5,228,17.0,59.0,21.4
LTER_Imnavait,2022-07-27,68.6103415,-149.3086005,38.9,1,38.9,,tp,Kling_2025,7.9,0.5,228,23.0,68.0,20.3
LTER_Imnavait,2022-08-11,68.6103415,-149.3086005,42.7,1,42.7,,tp,Kling_2025,9.1,0.6,228,26.0,76.0,21.2
LTER_Imnavait,2022-08-23,68.6103415,-149.3086005,46.1,1,46.1,,tp,Kling_2025,9.3,0.6,228,46.1,99.0,20.3
LTER_Imnavait,2023-06-12,68.6103415,-149.3086005,9.2,1,9.2,,tp,Kling_2025,3.1,0.2,228,3.0,20.0,33.9
LTER_Imnavait,2023-06-24,68.6103415,-149.3086005,17.0,1,17.0,,tp,Kling_2025,5.1,0.3,228,6.0,31.0,29.7
LTER_Imnavait,2023-07-01,68.6103415,-149.3086005,22.0,1,22.0,,tp,Kling_2025,6.5,0.4,228,11.0,54.0,29.6
LTER_Imnavait,2023-07-17,68.6103415,-149.3086005,35.0,1,35.0,,tp,Kling_2025,6.9,0.5,228,20.0,58.0,19.6
LTER_Imnavait,2023-07-31,68.6103415,-149.3086005,47.9,1,47.9,,tp,Kling_2025,9.5,0.6,228,31.0,88.0,19.8
LTER_Imnavait,2023-08-10,68.6103415,-149.3086005,49.6,1,49.6,,tp,Kling_2025,9.9,0.65,228,27.0,80.0,19.9
LTER_Imnavait,2023-08-24,68.6103415,-149.3086005,52.8,1,52.8,,tp,Kling_2025,9.6,0.6,228,52.8,84.0,18.1
LTER_Imnavait,2023-09-04,68.6103415,-149.3086005,54.8,1,54.8,,tp,Kling_2025,10.0,0.7,228,34.0,91.0,18.3
LTER_Imnavait,2024-06-01,68.6103415,-149.3086005,3.6,1,3.6,,tp,Kling_2025,1.6,0.1,228,0.0,10.0,44.5
LTER_Imnavait,2024-06-13,68.6103415,-149.3086005,9.8,1,9.8,,tp,Kling_2025,2.9,0.2,228,4.0,22.0,29.9
LTER_Imnavait,2024-07-01,68.6103415,-149.3086005,24.1,1,24.1,,tp,Kling_2025,7.2,0.5,228,10.0,51.0,29.9
LTER_Imnavait,2024-07-13,68.6103415,-149.3086005,30.1,1,30.1,,tp,Kling_2025,7.5,0.5,228,16.0,52.0,24.9
LTER_Imnavait,2024-07-25,68.6103415,-149.3086005,43.6,1,43.6,,tp,Kling_2025,9.7,0.6,228,20.0,75.0,22.2
LTER_Imnavait,2024-08-10,68.6103415,-149.3086005,51.2,1,51.2,,tp,Kling_2025,9.4,0.6,228,33.0,80.0,18.4
LTER_Imnavait,2024-08-22,68.6103415,-149.3086005,50.0,1,50.0,,tp,Kling_2025,11.2,0.7,228,50.0,87.0,22.4
LTER_Imnavait,2024-09-06,68.6103415,-149.3086005,53.6,1,53.6,,tp,Kling_2025,10.5,0.7,228,35.0,92.0,19.6
