easting_m,northing_m,elevation_m,twt_ns,alt_m
638497.8469,7040159.606,1183.734606,11.078039,0.5539
638497.8898,7040159.58,1183.73113,10.902197,0.5451
638497.9327,7040159.554,1183.727654,10.726355,0.5363
638497.976,7040159.529,1183.724377,10.550513,0.5275
638498.0207,7040159.507,1183.721745,10.198829,0.5099
638498.0655,7040159.484,1183.719112,10.022987,0.5011
638498.1102,7040159.462,1183.71648,9.935066,0.4968
638498.1543,7040159.439,1183.713096,9.759224,0.488
638498.1876,7040159.402,1183.697516,9.759224,0.488
638498.2209,7040159.364,1183.681936,9.847145,0.4924
638498.2543,7040159.327,1183.666355,9.847145,0.4924
638498.2876,7040159.29,1183.650775,10.022987,0.5011
638498.3209,7040159.253,1183.635196,10.022987,0.5011
638498.3572,7040159.219,1183.622925,10.110908,0.5055
638498.3976,7040159.189,1183.61542,10.022987,0.5011
638498.4381,7040159.16,1183.607914,10.022987,0.5011
638498.4785,7040159.13,1183.600409,10.316057,0.5158
638498.519,7040159.101,1183.592872,10.609127,0.5305
638498.5603,7040159.073,1183.582877,10.902197,0.5451
638498.6016,7040159.045,1183.572883,11.20992,0.5605
638498.643,7040159.017,1183.562888,11.517643,0.5759
638498.6846,7040158.989,1183.55705,11.957248,0.5979
638498.7284,7040158.965,1183.584609,12.308932,0.6154
638498.7702,7040158.96,1183.598224,12.748537,0.6374
638498.8183,7040158.964,1183.594583,13.05626,0.6528
638498.8683,7040158.964,1183.592907,14.243193,0.7122
638498.9183,7040158.963,1183.591231,14.419034,0.721
638498.9503,7040158.928,1183.596585,14.594876,0.7297
638498.9794,7040158.887,1183.603062,14.682797,0.7341
638499.0085,7040158.847,1183.609539,14.770718,0.7385
638499.0376,7040158.806,1183.616017,14.770718,0.7385
638499.0667,7040158.766,1183.622494,14.858639,0.7429
638499.0959,7040158.725,1183.628971,14.94656,0.7473
638499.125,7040158.684,1183.635448,14.94656,0.7473
638499.1623,7040158.652,1183.641942,15.122402,0.7561
638499.2023,7040158.622,1183.648443,15.474086,0.7737
638499.2423,7040158.592,1183.654943,15.649928,0.7825
638499.2847,7040158.565,1183.650969,15.91369,0.7957
638499.3283,7040158.541,1183.642146,16.089532,0.8045
638499.3719,7040158.516,1183.633323,16.353295,0.8177
638499.4154,7040158.492,1183.624499,16.529137,0.8265
638499.459,7040158.467,1183.615675,16.704979,0.8352
638499.5,7040158.439,1183.593257,16.7929,0.8396
638499.5409,7040158.41,1183.569711,16.968742,0.8484
638499.5817,7040158.381,1183.546164,16.968742,0.8484
638499.6225,7040158.352,1183.522616,16.880821,0.844
638499.6609,7040158.32,1183.506262,16.617058,0.8309
638499.697,7040158.286,1183.496911,16.441216,0.8221
638499.7331,7040158.251,1183.48756,16.704979,0.8352
638499.7722,7040158.22,1183.491499,16.7929,0.8396
638499.8132,7040158.192,1183.503609,17.056663,0.8528
638499.8542,7040158.163,1183.515718,17.144584,0.8572
638499.8965,7040158.136,1183.516919,17.144584,0.8572
