site_id,date,thaw_depth,pf_observed,temp_C,obs_limit,lat,lon,source,method,pf_depth,zhao_deepest_thawed_sensor_cm
Ch04,2008-10-04,95.0,1,1.0549166666666665,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2009-09-27,95.0,1,0.8085,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2010-09-28,95.0,1,0.811,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2011-09-23,95.0,1,0.6501666666666667,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2012-10-03,95.0,1,0.5074166666666667,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2013-10-22,,0,0.04324999999999999,120.0,31.82,91.74,Zhao_2021,temp,,120.0
Ch04,2014-09-25,95.0,1,0.5451666666666667,,31.82,91.74,Zhao_2021,temp,95.0,95.0
Ch04,2015-09-30,50.0,1,1.713583333333333,,31.82,91.74,Zhao_2021,temp,50.0,50.0
Ch04,2016-10-12,,0,0.06166666666666667,120.0,31.82,91.74,Zhao_2021,temp,,120.0
Ch04,2017-10-02,,0,0.34850000000000003,120.0,31.82,91.74,Zhao_2021,temp,,120.0
Ch04,2018-09-29,,0,0.4409166666666666,120.0,31.82,91.74,Zhao_2021,temp,,120.0
ZNHAL,2014-11-01,,0,17.95,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2015-12-25,,0,12.94,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2016-12-26,,0,13.68,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2017-11-23,,0,13.06,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2018-11-17,,0,14.43,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2019-12-01,,0,12.65,40.0,,,Zhao_2021,temp,,40.0
ZNHAL,2020-01-05,,0,11.52,40.0,,,Zhao_2021,temp,,40.0
AYKAL,2015-09-23,,0,1.86,260.0,,,Zhao_2021,temp,,260.0
TSHAL,2016-08-24,120.0,1,2.12,,,,Zhao_2021,temp,120.0,120.0
TSHAL,2017-08-23,120.0,1,1.91,,,,Zhao_2021,temp,120.0,120.0
TSHAL,2018-08-27,120.0,1,2.1,,,,Zhao_2021,temp,120.0,120.0
TSHAL,2019-06-16,60.0,1,1.53,,,,Zhao_2021,temp,60.0,60.0
QT04,2006-09-21,,0,0.5308333333333333,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2007-10-05,,0,0.6,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2008-09-29,,0,0.366083333,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2009-09-29,,0,0.5235416666666668,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2010-09-14,,0,0.7204166666666666,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2011-09-19,,0,0.661,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2012-09-19,,0,0.7535833333333333,300.0,33.07,91.94,Zhao_2021,temp,,300.0
QT04,2013-09-04,,0,1.18275,300.0,33.07,91.94,Zhao_2021,temp,,300.0
