site_id,date,lat,lon,thaw_depth,pf_observed,pf_depth,obs_limit,method,gpr_native_count,gpr_aggregation_spacing_m,quality_flag_summary_statistic,source
GPRT15,2011-08-18,67.12394911098988,-50.178705398574664,87.02694877500001,1,87.02694877500001,,gp,3,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12394543502668,-50.17858654772555,79.43515295625001,1,79.43515295625001,,gp,4,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12394556534234,-50.17848101559737,81.0855439875,1,81.0855439875,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12393826295964,-50.17836933848022,81.74569893750001,1,81.74569893750001,,gp,2,5.0,True,Petrone_etal_2016
GPRT15,2011-08-18,67.12392759724683,-50.17824329033555,82.625907,1,82.625907,,gp,3,5.0,True,Petrone_etal_2016
GPRT16,2011-08-18,67.12403042949137,-50.17806213128816,80.425387575,1,80.425387575,,gp,1,5.0,False,Petrone_etal_2016
GPRT16,2011-08-18,67.12407388085137,-50.17813811574,79.7652311625,1,79.7652311625,,gp,2,5.0,True,Petrone_etal_2016
GPRT16,2011-08-18,67.12412029701024,-50.17822368232985,73.4937489,1,73.4937489,,gp,4,5.0,True,Petrone_etal_2016
GPRT16,2011-08-18,67.12414947692082,-50.17827202637253,60.75709235000001,1,60.75709235000001,,gp,2,5.0,True,Petrone_etal_2016
GPRT16,2011-08-18,67.1241716901377,-50.17831761012356,66.64771590000001,1,66.64771590000001,,gp,1,5.0,False,Petrone_etal_2016
GPRT16,2011-08-18,67.12419438025405,-50.17836871067834,53.55744360000001,1,53.55744360000001,,gp,1,5.0,False,Petrone_etal_2016
GPRT16,2011-08-18,67.12422342120851,-50.17843365853607,50.93938885000001,1,50.93938885000001,,gp,2,5.0,True,Petrone_etal_2016
GPRT17,2011-08-18,67.12446747204804,-50.17896529834236,112.8496225,1,112.8496225,,gp,1,5.0,False,Petrone_etal_2016
GPRT17,2011-08-18,67.12448823584168,-50.17899072176124,132.32129583333332,1,132.32129583333332,,gp,3,5.0,True,Petrone_etal_2016
GPRT17,2011-08-18,67.12452207549808,-50.179029380329524,126.12576375,1,126.12576375,,gp,2,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.12446785432695,-50.17938901903952,126.29171500000001,1,126.29171500000001,,gp,1,5.0,False,Petrone_etal_2016
GPRT18,2011-08-18,67.12444330723959,-50.17938385747987,113.66254350000001,1,113.66254350000001,,gp,3,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.1244045260784,-50.17937283881771,70.49849175,1,70.49849175,,gp,2,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.12435737290079,-50.17936198885929,40.537563750000004,1,40.537563750000004,,gp,2,5.0,True,Petrone_etal_2016
GPRT18,2011-08-18,67.1243097469868,-50.17934642891885,35.45943975,1,35.45943975,,gp,1,5.0,False,Petrone_etal_2016
GPRT18,2011-08-18,67.12427286006275,-50.179325778773,57.14403995,1,57.14403995,,gp,1,5.0,False,Petrone_etal_2016
