site,sample_date,latitude,longitude,transect,measurement_traverse,measurement_order,measurement_purpose,alt,alt_fl
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,15,soil pit focus,52,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,16,soil pit focus,65,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,17,soil pit focus,66,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,18,soil pit focus,53,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,19,soil pit focus,55,Soil pit FB-1
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,20,soil pit focus,58,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,21,soil pit focus,53,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,22,soil pit focus,68,water
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,23,soil pit focus,51,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,24,soil pit focus,61,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,25,soil pit focus,64,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,26,plot characterization,59,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,27,plot characterization,49,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,28,plot characterization,65,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,29,plot characterization,47,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,30,plot characterization,70,water
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,31,plot characterization,64,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,32,plot characterization,42,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,33,plot characterization,59,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,34,plot characterization,45,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,35,plot characterization,54,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,36,plot characterization,51,NA
FB,2018-08-26,69.812372,-148.766486,E-W,E to W,37,plot characterization,84,water
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,1,soil pit focus,55,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,2,soil pit focus,53,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,3,soil pit focus,57,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,4,soil pit focus,61,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,5,soil pit focus,44,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,6,soil pit focus,52,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,7,soil pit focus,55,Soil pit FB-1
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,8,soil pit focus,59,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,9,soil pit focus,62,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,10,soil pit focus,52,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,11,soil pit focus,64,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,12,soil pit focus,57,NA
FB,2018-08-26,69.812372,-148.766486,NE-SW,NE to SW,13,soil pit focus,56,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,1,soil pit focus,49,water
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,2,soil pit focus,61,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,3,soil pit focus,71,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,4,soil pit focus,64,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,5,soil pit focus,58,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,6,soil pit focus,50,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,7,soil pit focus,55,Soil pit FB-1
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,8,soil pit focus,64,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,9,soil pit focus,65,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,10,soil pit focus,63,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,11,soil pit focus,66,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,12,soil pit focus,68,NA
FB,2018-08-26,69.812372,-148.766486,NW-SE,NW to SE,13,soil pit focus,69,NA
