Site ,Transect,Location,TD,Notes
6,1,6,40,
6,1,7,46,
6,1,8,47,
6,1,9,46,
6,1,10,46,
6,1,11,48,
6,1,12,45,
6,1,13,41,
6,1,14,42,
6,1,15,50,
6,1,16,50,
6,1,17,42,
6,1,18,48,
6,1,19,44,
6,1,20,42,
6,1,21,50,
6,1,22,42,
6,1,23,45,
6,1,24,48,
6,1,25,50,
6,1,26,53,
6,1,27,43,
6,1,28,48,
6,1,29,43,
6,1,30,50,
6,1,31,49,
6,1,32,45,
6,1,33,46,
6,1,34,46,
6,1,35,53,
6,1,36,51,
6,1,37,48,
6,1,38,45,
6,1,39,45,
6,1,40,46,
6,1,41,45,
6,1,42,52,
6,1,43,52,
6,1,44,53,
6,1,45,47,
6,1,46,48,
6,1,47,46,
6,1,48,48,
6,1,49,48,
6,1,50,49,
6,1,51,50,
6,1,52,46,
6,1,53,48,
6,1,54,51,
6,1,55,48,
6,1,56,45,
6,1,57,42,
6,1,58,47,
6,1,59,50,
6,1,60,47,
6,1,61,43,
6,1,62,52,
6,1,63,44,
6,1,64,53,
6,1,65,48,
6,1,66,48,
6,1,67,48,
6,1,68,43,
6,1,69,48,
6,1,70,47,
6,1,71,47,
6,1,72,36,
6,1,73,39,
6,1,74,47,
6,1,75,48,
6,1,76,48,
6,1,77,41,
6,1,78,48,
6,1,79,45,
6,1,80,45,
6,1,81,44,
6,1,82,48,
6,1,83,45,
6,1,84,48,
6,1,85,46,
6,1,86,44,
6,1,87,49,
6,1,88,45,
6,1,89,49,
6,1,90,43,
6,1,91,43,
6,1,92,45,
6,1,93,48,
6,1,94,50,
6,1,95,46,
6,1,96,47,
6,1,97,48,
6,1,98,46,
6,1,99,46,
6,1,100,48,
7,1,0,61,
7,1,1,61,
7,1,2,65,
7,1,3,58,
7,1,4,54,
7,1,5,58,
7,1,6,76,
7,1,7,71,
7,1,8,75,
7,1,9,66,
7,1,10,65,
7,1,11,80,
7,1,12,71,
7,1,13,79,
7,1,14,65,
7,1,15,57,
7,1,16,67,
7,1,17,81,
7,1,18,64,
7,1,19,63,
7,1,20,67,
7,1,21,71,
7,1,22,65,
7,1,23,63,
7,1,24,59,
7,1,25,45,
7,1,26,68,
7,1,27,84,
7,1,28,87,
7,1,29,82,
7,1,30,69,
7,1,31,59,
7,1,32,65,
7,1,33,71,
7,1,34,65,
7,1,35,70,
7,1,36,73,
7,1,37,70,
7,1,38,47,
7,1,39,56,
7,1,40,72,
7,1,41,69,
7,1,42,59,
7,1,43,69,
7,1,44,65,
7,1,45,59,
7,1,46,68,
7,1,47,74,
7,1,48,71,
7,1,49,64,
7,1,50,57,
7,1,51,57,
7,1,52,60,
7,1,53,67,
7,1,54,82,
7,1,55,67,
7,1,56,70,
7,1,57,65,
7,1,58,65,
7,1,59,79,
7,1,60,68,
7,1,61,62,
7,1,62,72,
7,1,63,60,
7,1,64,66,
7,1,65,67,
7,1,66,63,
7,1,67,47,
7,1,68,62,
7,1,69,50,
7,1,70,57,
7,1,71,68,
7,1,72,64,
7,1,73,57,
7,1,74,63,
7,1,75,70,
7,1,76,62,
7,1,77,81,
7,1,78,67,
7,1,79,54,
7,1,80,52,
7,1,81,47,
7,1,82,53,
7,1,83,47,
7,1,84,46,
7,1,85,54,
7,1,86,40,
7,1,87,57,
7,1,88,59,
7,1,89,52,
7,1,90,54,
7,1,91,60,
7,1,92,53,
7,1,93,61,
7,1,94,58,
7,1,95,60,
7,1,96,61,
7,1,97,55,
7,1,98,54,
7,1,99,57,
7,1,100,60,
8,1,0,52,
8,1,1,67,
8,1,2,60,
8,1,3,63,
8,1,4,55,
8,1,5,55,
8,1,6,76,
8,1,7,52,
8,1,8,67,
8,1,9,58,
8,1,10,47,
8,1,11,72,
8,1,12,70,
8,1,13,61,
8,1,14,50,
8,1,15,36,
8,1,16,68,
8,1,17,38,
8,1,18,69,
8,1,19,33,
8,1,20,49,
8,1,21,39,
8,1,22,35,
8,1,23,40,
8,1,24,61,
8,1,25,49,
8,1,26,37,
8,1,27,42,
8,1,28,57,
8,1,29,38,
8,1,30,37,
8,1,31,42,
8,1,32,41,
8,1,33,38,
8,1,34,52,
8,1,35,33,
8,1,36,46,
8,1,37,50,
8,1,38,39,
8,1,39,52,
8,1,40,47,
8,1,41,33,
8,1,42,33,
8,1,43,50,
8,1,44,40,
8,1,45,32,
8,1,46,56,
8,1,47,53,
8,1,48,44,
8,1,49,32,
8,1,50,37,
8,1,51,35,
8,1,52,44,
8,1,53,60,
8,1,54,53,
8,1,55,45,
8,1,56,39,
8,1,57,40,
8,1,58,60,
8,1,59,39,
8,1,60,57,
8,1,61,38,
8,1,62,45,
8,1,63,35,
8,1,64,51,
8,1,65,43,
8,1,66,42,
8,1,67,48,
8,1,68,33,
8,1,69,39,
8,1,70,32,
8,1,71,36,
8,1,72,38,
8,1,73,32,
8,1,74,35,
8,1,75,33,
8,1,76,43,
8,1,77,46,
8,1,78,45,
8,1,79,44,
8,1,80,57,
8,1,81,41,
8,1,82,32,
8,1,83,24,
8,1,84,47,
8,1,85,27,
8,1,86,31,
8,1,87,46,
8,1,88,34,
8,1,89,27,
8,1,90,50,
8,1,91,25,
8,1,92,33,
8,1,93,41,
8,1,94,43,
8,1,95,44,
8,1,96,41,
8,1,97,40,
8,1,98,35,
8,1,99,36,
8,1,100,38,
9,1,0,56,
9,1,1,61,
9,1,2,60,
9,1,3,54,
9,1,4,53,
9,1,5,56,
9,1,6,49,
9,1,7,51,
9,1,8,52,
9,1,9,52,
9,1,10,55,
9,1,11,61,
9,1,12,55,
9,1,13,55,
9,1,14,53,
9,1,15,53,
9,1,16,50,
9,1,17,52,
9,1,18,63,
9,1,19,63,
9,1,20,60,
9,1,21,69,
9,1,22,51,
9,1,23,54,
9,1,24,57,
9,1,25,53,
9,1,26,55,
9,1,27,55,
9,1,28,54,
9,1,29,49,
9,1,30,56,
9,1,31,58,
9,1,32,49,
9,1,33,55,
9,1,34,56,
9,1,35,56,
9,1,36,50,
9,1,37,52,
9,1,38,57,
9,1,39,57,
9,1,40,56,
9,1,41,56,
9,1,42,58,
9,1,43,53,
9,1,44,65,
9,1,45,55,
9,1,46,62,
9,1,47,57,
9,1,48,61,
9,1,49,54,
9,1,50,64,
9,1,51,61,
9,1,52,61,
9,1,53,58,
9,1,54,50,
9,1,55,58,
9,1,56,56,
9,1,57,61,
9,1,58,54,
9,1,59,60,
9,1,60,62,
9,1,61,67,
9,1,62,54,
9,1,63,57,
9,1,64,51,
9,1,65,47,
9,1,66,34,
9,1,67,NA,
9,1,68,37,
9,1,69,38,
9,1,70,51,
9,1,71,43,
9,1,72,48,
9,1,73,62,
9,1,74,54,
9,1,75,NA,
9,1,76,NA,
9,1,77,67,
9,1,78,54,
9,1,79,NA,
9,1,80,42,
9,1,81,47,
9,1,82,53,
9,1,83,58,
9,1,84,50,
9,1,85,43,
9,1,86,49,
9,1,87,59,
9,1,88,57,
9,1,89,67,
9,1,90,64,
9,1,91,66,
9,1,92,71,
9,1,93,62,
9,1,94,67,
9,1,95,66,
9,1,96,NA,
9,1,97,44,
9,1,98,49,
9,1,99,42,
9,1,100,54,
10,1,0,45,
10,1,1,52,
10,1,2,45,
10,1,3,43,
10,1,4,44,
10,1,5,39,
10,1,6,34,
10,1,7,37,
10,1,8,34,
10,1,9,60,
10,1,10,58,
10,1,11,37,
10,1,12,38,
10,1,13,46,
10,1,14,41,
10,1,15,32,
10,1,16,49,
10,1,17,47,
10,1,18,51,
10,1,19,50,
10,1,20,42,
10,1,21,58,
10,1,22,55,
10,1,23,51,
10,1,24,44,
10,1,25,43,
10,1,26,43,
10,1,27,50,
10,1,28,55,
10,1,29,49,
10,1,30,51,
10,1,31,39,
10,1,32,49,
10,1,33,57,
10,1,34,52,
10,1,35,47,
10,1,36,50,
10,1,37,44,
10,1,38,40,
10,1,39,61,
10,1,40,56,
10,1,41,45,
10,1,42,55,
10,1,43,49,
10,1,44,52,
10,1,45,44,
10,1,46,44,
10,1,47,44,
10,1,48,45,
10,1,49,50,
10,1,50,50,
10,1,51,46,
10,1,52,40,
10,1,53,53,
10,1,54,54,
10,1,55,40,
10,1,56,53,
10,1,57,53,
10,1,58,49,
10,1,59,50,
10,1,60,51,
10,1,61,62,
10,1,62,39,
10,1,63,52,
10,1,64,52,
10,1,65,51,
10,1,66,36,
10,1,67,47,
10,1,68,48,
10,1,69,57,
10,1,70,48,
10,1,71,38,
10,1,72,55,
10,1,73,63,
10,1,74,48,
10,1,75,39,
10,1,76,37,
10,1,77,55,
10,1,78,55,
10,1,79,58,
10,1,80,53,
10,1,81,37,
10,1,82,45,
10,1,83,54,
10,1,84,37,
10,1,85,43,
10,1,86,39,
10,1,87,34,
10,1,88,49,
10,1,89,47,
10,1,90,55,
10,1,91,50,
10,1,92,52,
10,1,93,46,
10,1,94,44,
10,1,95,38,
10,1,96,48,
10,1,97,64,
10,1,98,47,
10,1,99,40,
10,1,100,38,
11,1,0,45,
11,1,1,64,
11,1,2,57,
11,1,3,27,
11,1,4,48,
11,1,5,44,
11,1,6,52,
11,1,7,60,
11,1,8,54,
11,1,9,67,
11,1,10,61,
11,1,11,69,
11,1,12,68,
11,1,13,51,
11,1,14,60,
11,1,15,51,
11,1,16,57,
11,1,17,48,
11,1,18,45,
11,1,19,43,
11,1,20,35,
11,1,21,41,
11,1,22,38,
11,1,23,44,
11,1,24,36,
11,1,25,32,
11,1,26,45,
11,1,27,55,
11,1,28,43,
11,1,29,65,
11,1,30,52,
11,1,31,66,
11,1,32,59,
11,1,33,59,
11,1,34,58,
11,1,35,45,
11,1,36,36,
11,1,37,44,
11,1,38,26,
11,1,39,32,
11,1,40,31,
11,1,41,37,
11,1,42,59,
11,1,43,56,
11,1,44,60,
11,1,45,41,
11,1,46,45,
11,1,47,52,
11,1,48,50,
11,1,49,68,
11,1,50,69,
11,1,51,65,
11,1,52,68,
11,1,53,72,
11,1,54,82,
11,1,55,58,
11,1,56,63,
11,1,57,43,
11,1,58,58,
11,1,59,35,
11,1,60,31,
11,1,61,44,
11,1,62,57,
11,1,63,33,
11,1,64,50,
11,1,65,53,
11,1,66,63,
11,1,67,49,
11,1,68,49,
11,1,69,58,
11,1,70,51,
11,1,71,61,
11,1,72,56,
11,1,73,59,
11,1,74,56,
11,1,75,37,
11,1,76,68,
11,1,77,41,
11,1,78,42,
11,1,79,62,
11,1,80,35,
11,1,81,43,
11,1,82,57,
11,1,83,50,
11,1,84,62,
11,1,85,45,
11,1,86,54,
11,1,87,41,
11,1,88,50,
11,1,89,54,
11,1,90,34,
11,1,91,54,
11,1,92,41,
11,1,93,53,
11,1,94,56,
11,1,95,46,
11,1,96,72,
11,1,97,63,
11,1,98,52,
11,1,99,57,
11,1,100,45,
12,1,0,28,
12,1,1,46,
12,1,2,33,
12,1,3,34,
12,1,4,35,
12,1,5,39,
12,1,6,40,
12,1,7,48,
12,1,8,31,
12,1,9,41,
12,1,10,42,
12,1,11,32,
12,1,12,25,
12,1,13,31,
12,1,14,33,
12,1,15,33,
12,1,16,33,
12,1,17,35,
12,1,18,37,
12,1,19,53,
12,1,20,32,
12,1,21,47,
12,1,22,39,
12,1,23,42,
12,1,24,33,
12,1,25,37,
12,1,26,36,
12,1,27,33,
12,1,28,35,
12,1,29,45,
12,1,30,38,
12,1,31,38,
12,1,32,35,
12,1,33,32,
12,1,34,38,
12,1,35,57,
12,1,36,40,
12,1,37,33,
12,1,38,46,
12,1,39,36,
12,1,40,48,
12,1,41,29,
12,1,42,43,
12,1,43,40,
12,1,44,47,
12,1,45,37,
12,1,46,45,
12,1,47,35,
12,1,48,39,
12,1,49,34,
12,1,50,39,
12,1,51,23,
12,1,52,33,
12,1,53,34,
12,1,54,35,
12,1,55,32,
12,1,56,37,
12,1,57,39,
12,1,58,35,
12,1,59,28,
12,1,60,39,
12,1,61,33,
12,1,62,41,
12,1,63,31,
12,1,64,34,
12,1,65,35,
12,1,66,40,
12,1,67,29,
12,1,68,33,
12,1,69,33,
12,1,70,33,
12,1,71,37,
12,1,72,43,
12,1,73,45,
12,1,74,36,
12,1,75,37,
12,1,76,42,
12,1,77,39,
12,1,78,43,
12,1,79,51,
12,1,80,43,
12,1,81,43,
12,1,82,38,
12,1,83,33,
12,1,84,34,
12,1,85,36,
12,1,86,47,
12,1,87,39,
12,1,88,29,
12,1,89,42,
12,1,90,37,
12,1,91,31,
12,1,92,43,
12,1,93,41,
12,1,94,35,
12,1,95,39,
12,1,96,54,
12,1,97,45,
12,1,98,45,
12,1,99,32,
12,1,100,42,
14,1,0,75,
14,1,1,66,
14,1,2,80,
14,1,3,69,
14,1,4,68,
14,1,5,62,
14,1,6,64,
14,1,7,70,
14,1,8,75,
14,1,9,65,
14,1,10,73,
14,1,11,83,
14,1,12,80,
14,1,13,75,
14,1,14,81,
14,1,15,73,
14,1,16,66,
14,1,17,76,
14,1,18,74,
14,1,19,71,
14,1,20,73,
14,1,21,60,
14,1,22,55,
14,1,23,61,
14,1,24,70,
14,1,25,71,
14,1,26,71,
14,1,27,63,
14,1,28,74,
14,1,29,74,
14,1,30,72,
14,1,31,75,
14,1,32,75,
14,1,33,79,
14,1,34,78,
14,1,35,73,
14,1,36,78,
14,1,37,74,
14,1,38,75,
14,1,39,75,
14,1,40,61,
14,1,41,69,
14,1,42,73,
14,1,43,72,
14,1,44,69,
14,1,45,62,
14,1,46,58,
14,1,47,61,
14,1,48,61,
14,1,49,72,
14,1,50,65,
14,1,51,70,
14,1,52,75,
14,1,53,71,
14,1,54,61,
14,1,55,74,
14,1,56,73,
14,1,57,81,
14,1,58,72,
14,1,59,70,
14,1,60,80,
14,1,61,72,
14,1,62,69,
14,1,63,79,
14,1,64,79,
14,1,65,69,
14,1,66,79,
14,1,67,65,
14,1,68,61,
14,1,69,70,
14,1,70,77,
14,1,71,79,
14,1,72,85,
14,1,73,76,
14,1,74,70,
14,1,75,72,
14,1,76,74,
14,1,77,77,
14,1,78,74,
14,1,79,78,
14,1,80,79,
14,1,81,69,
14,1,82,77,
14,1,83,74,
14,1,84,61,
14,1,85,74,
14,1,86,80,
14,1,87,78,
14,1,88,73,
14,1,89,77,
14,1,90,58,
14,1,91,69,
14,1,92,72,
14,1,93,61,
14,1,94,71,
14,1,95,66,
14,1,96,71,
14,1,97,64,
14,1,98,61,
14,1,99,54,
14,1,100,65,
15,1,0,89,
15,1,1,93,
15,1,2,86,
15,1,3,84,
15,1,4,95,
15,1,5,93,
15,1,6,87,
15,1,7,86,
15,1,8,83,
15,1,9,86,
15,1,10,85,
15,1,11,84,
15,1,12,86,
15,1,13,75,
15,1,14,72,
15,1,15,71,
15,1,16,88,
15,1,17,93,
15,1,18,96,
15,1,19,90,
15,1,20,95,
15,1,21,101,
15,1,22,91,
15,1,23,77,
15,1,24,73,
15,1,25,71,
15,1,26,72,
15,1,27,65,
15,1,28,64,
15,1,29,58,
15,1,30,60,
15,1,31,57,
15,1,32,60,
15,1,33,65,
15,1,34,64,
15,1,35,63,
15,1,36,54,
15,1,37,54,
15,1,38,62,
15,1,39,63,
15,1,40,60,
15,1,41,70,
15,1,42,62,
15,1,43,54,
15,1,44,68,
15,1,45,65,
15,1,46,64,
15,1,47,70,
15,1,48,64,
15,1,49,66,
15,1,50,60,
15,1,51,55,
15,1,52,62,
15,1,53,50,
15,1,54,61,
15,1,55,60,
15,1,56,66,
15,1,57,63,
15,1,58,56,
15,1,59,55,
15,1,60,57,
15,1,61,67,
15,1,62,66,
15,1,63,68,
15,1,64,70,
15,1,65,64,
15,1,66,67,
15,1,67,64,
15,1,68,70,
15,1,69,60,
15,1,70,53,
15,1,71,55,
15,1,72,65,
15,1,73,72,
15,1,74,64,
15,1,75,69,
15,1,76,70,
15,1,77,73,
15,1,78,71,
15,1,79,66,
15,1,80,70,
15,1,81,74,
15,1,82,68,
15,1,83,67,
15,1,84,76,
15,1,85,75,
15,1,86,72,
15,1,87,65,
15,1,88,59,
15,1,89,54,
15,1,90,56,
15,1,91,61,
15,1,92,68,
15,1,93,82,
15,1,94,80,
15,1,95,87,
15,1,96,75,
15,1,97,68,
15,1,98,62,
15,1,99,52,
15,1,100,48,
16,1,0,49,
16,1,1,55,
16,1,2,58,
16,1,3,55,
16,1,4,64,
16,1,5,60,
16,1,6,63,
16,1,7,69,
16,1,8,64,
16,1,9,65,
16,1,10,66,
16,1,11,65,
16,1,12,62,
16,1,13,70,
16,1,14,67,
16,1,15,61,
16,1,16,58,
16,1,17,56,
16,1,18,52,
16,1,19,57,
16,1,20,48,
16,1,21,55,
16,1,22,56,
16,1,23,47,
16,1,24,54,
16,1,25,49,
16,1,26,52,
16,1,27,52,
16,1,28,56,
16,1,29,66,
16,1,30,74,
16,1,31,71,
16,1,32,64,
16,1,33,67,
16,1,34,68,
16,1,35,66,
16,1,36,70,
16,1,37,65,
16,1,38,60,
16,1,39,61,
16,1,40,62,
16,1,41,67,
16,1,42,70,
16,1,43,72,
16,1,44,65,
16,1,45,62,
16,1,46,71,
16,1,47,60,
16,1,48,64,
16,1,49,58,
16,1,50,67,
16,1,51,66,
16,1,52,74,
16,1,53,69,
16,1,54,74,
16,1,55,69,
16,1,56,80,
16,1,57,74,
16,1,58,79,
16,1,59,65,
16,1,60,62,
16,1,61,81,
16,1,62,70,
16,1,63,62,
16,1,64,71,
16,1,65,67,
16,1,66,71,
16,1,67,76,
16,1,68,81,
16,1,69,73,
16,1,70,81,
16,1,71,71,
16,1,72,75,
16,1,73,78,
16,1,74,80,
16,1,75,68,
16,1,76,74,
16,1,77,72,
16,1,78,64,
16,1,79,68,
16,1,80,68,
16,1,81,75,
16,1,82,64,
16,1,83,72,
16,1,84,61,
16,1,85,67,
16,1,86,62,
16,1,87,61,
16,1,88,59,
16,1,89,67,
16,1,90,71,
16,1,91,79,
16,1,92,74,
16,1,93,58,
16,1,94,61,
16,1,95,67,
16,1,96,61,
16,1,97,55,
16,1,98,66,
16,1,99,67,
16,1,100,64,
17,1,0,90,ATV track
17,1,1,70,
17,1,2,52,
17,1,3,62,
17,1,4,75,
17,1,5,91,
17,1,6,103,
17,1,7,90,
17,1,8,102,
17,1,9,110,
17,1,10,79,
17,1,11,121,
17,1,12,104,
17,1,13,114,
17,1,14,119,
17,1,15,114,
17,1,16,92,
17,1,17,88,
17,1,18,105,
17,1,19,74,
17,1,20,82,
17,1,21,97,
17,1,22,120,
17,1,23,105,
17,1,24,91,
17,1,25,79,
17,1,26,73,
17,1,27,69,
17,1,28,86,
17,1,29,74,
17,1,30,67,
17,1,31,55,
17,1,32,61,
17,1,33,56,
17,1,34,59,
17,1,35,62,
17,1,36,51,
17,1,37,58,
17,1,38,51,
17,1,39,63,
17,1,40,66,
17,1,41,61,
17,1,42,55,
17,1,43,57,
17,1,44,63,
17,1,45,63,
17,1,46,60,
17,1,47,61,
17,1,48,62,
17,1,49,67,
17,1,50,53,
20,1,0,148,deeper than maximum probe depth of 147 cm
20,1,1,148,deeper than maximum probe depth of 147 cm
20,1,2,148,deeper than maximum probe depth of 147 cm
20,1,3,148,deeper than maximum probe depth of 147 cm
20,1,4,148,deeper than maximum probe depth of 147 cm
20,1,5,148,deeper than maximum probe depth of 147 cm
20,1,6,148,deeper than maximum probe depth of 147 cm
20,1,7,148,deeper than maximum probe depth of 147 cm
20,1,8,148,deeper than maximum probe depth of 147 cm
20,1,9,148,deeper than maximum probe depth of 147 cm
20,1,10,148,deeper than maximum probe depth of 147 cm
20,1,11,148,deeper than maximum probe depth of 147 cm
20,1,12,148,deeper than maximum probe depth of 147 cm
20,1,13,148,deeper than maximum probe depth of 147 cm
20,1,14,148,deeper than maximum probe depth of 147 cm
20,1,15,148,deeper than maximum probe depth of 147 cm
20,1,16,148,deeper than maximum probe depth of 147 cm
20,1,17,148,deeper than maximum probe depth of 147 cm
20,1,18,148,deeper than maximum probe depth of 147 cm
20,1,19,148,deeper than maximum probe depth of 147 cm
20,1,20,148,deeper than maximum probe depth of 147 cm
20,1,21,148,deeper than maximum probe depth of 147 cm
20,1,22,148,deeper than maximum probe depth of 147 cm
20,1,23,148,deeper than maximum probe depth of 147 cm
20,1,24,148,deeper than maximum probe depth of 147 cm
20,1,25,148,deeper than maximum probe depth of 147 cm
20,1,26,148,deeper than maximum probe depth of 147 cm
20,1,27,148,deeper than maximum probe depth of 147 cm
20,1,28,148,deeper than maximum probe depth of 147 cm
20,1,29,148,deeper than maximum probe depth of 147 cm
20,1,30,148,deeper than maximum probe depth of 147 cm
20,1,31,148,deeper than maximum probe depth of 147 cm
20,1,32,148,deeper than maximum probe depth of 147 cm
20,1,33,148,deeper than maximum probe depth of 147 cm
20,1,34,148,deeper than maximum probe depth of 147 cm
20,1,35,148,deeper than maximum probe depth of 147 cm
20,1,36,148,deeper than maximum probe depth of 147 cm
20,1,37,148,deeper than maximum probe depth of 147 cm
20,1,38,NA,large log
20,1,39,NA,large log
20,1,40,148,deeper than maximum probe depth of 147 cm
20,1,41,148,deeper than maximum probe depth of 147 cm
20,1,42,148,deeper than maximum probe depth of 147 cm
20,1,43,148,deeper than maximum probe depth of 147 cm
20,1,44,148,deeper than maximum probe depth of 147 cm
20,1,45,148,deeper than maximum probe depth of 147 cm
20,1,46,148,deeper than maximum probe depth of 147 cm
20,1,47,148,deeper than maximum probe depth of 147 cm
20,1,48,148,deeper than maximum probe depth of 147 cm
20,1,49,148,deeper than maximum probe depth of 147 cm
20,1,50,148,deeper than maximum probe depth of 147 cm
21,1,0,81,
21,1,1,81,
21,1,2,68,
21,1,3,72,
21,1,4,78,
21,1,5,62,
21,1,6,74,
21,1,7,67,
21,1,8,76,
21,1,9,83,
21,1,10,84,
21,1,11,90,
21,1,12,100,
21,1,13,93,
21,1,14,105,
21,1,15,104,
21,1,16,95,
21,1,17,99,
21,1,18,113,
21,1,19,99,
21,1,20,96,
21,1,21,97,
21,1,22,98,
21,1,23,107,
21,1,24,90,
21,1,25,89,
21,1,26,75,
21,1,27,60,
21,1,28,52,
21,1,29,56,
21,1,30,58,
21,1,31,46,
21,1,32,52,
21,1,33,51,
21,1,34,53,
21,1,35,49,
21,1,36,50,
21,1,37,50,
21,1,38,59,
21,1,39,70,
21,1,40,80,
21,1,41,72,
21,1,42,69,
21,1,43,67,
21,1,44,61,
21,1,45,64,
21,1,46,75,
21,1,47,73,
21,1,48,69,
21,1,49,57,
21,1,50,63,
21,1,51,59,
21,1,52,55,
21,1,53,53,
21,1,54,55,
21,1,55,56,
21,1,56,48,
21,1,57,39,
21,1,58,49,
21,1,59,52,
21,1,60,56,
21,1,61,63,
21,1,62,62,
21,1,63,60,
21,1,64,71,
21,1,65,85,
21,1,66,89,
21,1,67,84,
21,1,68,86,
21,1,69,80,
21,1,70,83,
21,1,71,81,
21,1,72,67,
21,1,73,68,
21,1,74,65,
21,1,75,71,
21,1,76,72,
21,1,77,67,
21,1,78,72,
21,1,79,74,
21,1,80,72,
21,1,81,79,
21,1,82,72,
21,1,83,72,
21,1,84,68,
21,1,85,66,
21,1,86,59,
21,1,87,60,
21,1,88,59,
21,1,89,64,
21,1,90,64,
21,1,91,66,
21,1,92,63,
21,1,93,62,
21,1,94,67,
21,1,95,65,
21,1,96,64,
21,1,97,58,
21,1,98,55,
21,1,99,59,
21,1,100,53,
22,1,0,41,
22,1,1,44,
22,1,2,45,
22,1,3,49,
22,1,4,47,
22,1,5,47,
22,1,6,48,
22,1,7,43,
